ItemNo	Clause	Distractor	Grammaticality	Condition	Question	Answer	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	sentence	model	surp	modelname	exp
7	restr	plural	ungram	e.restr.plural.ungram	Was the goat seen on the side of the road?	yes	The_goat	which	ate	from	the_cans	evidently	were	seen	on	the	side	of	the_road.	The goat which ate from the cans evidently were	Llama-2-7B	9.903718948364258	meta-llama/Llama-2-7b-hf	exp1
7	restr	singular	ungram	e.restr.singular.ungram	Was the goat seen on the side of the road?	yes	The_goat	which	ate	from	the_can	evidently	were	seen	on	the	side	of	the_road.	The goat which ate from the can evidently were	Llama-2-7B	10.420656204223633	meta-llama/Llama-2-7b-hf	exp1
8	appos	plural	gram	e.appos.plural.gram	Was the scientist unafraid of the consequences?	no	The_scientist,	who	prepared	for	the_experiments,	suddenly	was	scared	about	all	the_consequences.			The scientist, who prepared for the experiments, suddenly was	Llama-2-7B	7.220707893371582	meta-llama/Llama-2-7b-hf	exp1
8	appos	singular	gram	e.appos.singular.gram	Was the scientist unafraid of the consequences?	no	The_scientist,	who	prepared	for	the_experiment,	suddenly	was	scared	about	all	the_consequences.			The scientist, who prepared for the experiment, suddenly was	Llama-2-7B	7.530084133148193	meta-llama/Llama-2-7b-hf	exp1
8	appos	plural	ungram	e.appos.plural.ungram	Was the scientist unafraid of the consequences?	no	The_scientist,	who	prepared	for	the_experiments,	suddenly	were	scared	about	all	the_consequences.			The scientist, who prepared for the experiments, suddenly were	Llama-2-7B	13.96079921722412	meta-llama/Llama-2-7b-hf	exp1
8	appos	singular	ungram	e.appos.singular.ungram	Was the scientist unafraid of the consequences?	no	The_scientist,	who	prepared	for	the_experiment,	suddenly	were	scared	about	all	the_consequences.			The scientist, who prepared for the experiment, suddenly were	Llama-2-7B	14.82245635986328	meta-llama/Llama-2-7b-hf	exp1
8	restr	plural	gram	e.restr.plural.gram	Was the scientist unafraid of the consequences?	no	The_scientist	who	prepared	for	the_experiments	suddenly	was	scared	about	all	the_consequences.			The scientist who prepared for the experiments suddenly was	Llama-2-7B	7.591574192047119	meta-llama/Llama-2-7b-hf	exp1
8	restr	singular	gram	e.restr.singular.gram	Was the scientist unafraid of the consequences?	no	The_scientist	who	prepared	for	the_experiment	suddenly	was	scared	about	all	the_consequences.			The scientist who prepared for the experiment suddenly was	Llama-2-7B	7.902830600738525	meta-llama/Llama-2-7b-hf	exp1
8	restr	plural	ungram	e.restr.plural.ungram	Was the scientist unafraid of the consequences?	no	The_scientist	who	prepared	for	the_experiments	suddenly	were	scared	about	all	the_consequences.			The scientist who prepared for the experiments suddenly were	Llama-2-7B	14.218954086303713	meta-llama/Llama-2-7b-hf	exp1
8	restr	singular	ungram	e.restr.singular.ungram	Was the scientist unafraid of the consequences?	no	The_scientist	who	prepared	for	the_experiment	suddenly	were	scared	about	all	the_consequences.			The scientist who prepared for the experiment suddenly were	Llama-2-7B	14.81198787689209	meta-llama/Llama-2-7b-hf	exp1
9	appos	plural	gram	e.appos.plural.gram	Was it likely that the student was worried about her grade?	yes	The_student,	who	wrote	to	the_professors,	likely	was	concerned	about	her	low	grade.		The student, who wrote to the professors, likely was	Llama-2-7B	4.442862033843994	meta-llama/Llama-2-7b-hf	exp1
9	appos	singular	gram	e.appos.singular.gram	Was it likely that the student was worried about her grade?	yes	The_student,	who	wrote	to	the_professor,	likely	was	concerned	about	her	low	grade.		The student, who wrote to the professor, likely was	Llama-2-7B	4.295745849609375	meta-llama/Llama-2-7b-hf	exp1
9	appos	plural	ungram	e.appos.plural.ungram	Was it likely that the student was worried about her grade?	yes	The_student,	who	wrote	to	the_professors,	likely	were	concerned	about	her	low	grade.		The student, who wrote to the professors, likely were	Llama-2-7B	12.986321449279783	meta-llama/Llama-2-7b-hf	exp1
9	appos	singular	ungram	e.appos.singular.ungram	Was it likely that the student was worried about her grade?	yes	The_student,	who	wrote	to	the_professor,	likely	were	concerned	about	her	low	grade.		The student, who wrote to the professor, likely were	Llama-2-7B	13.504197120666504	meta-llama/Llama-2-7b-hf	exp1
9	restr	plural	gram	e.restr.plural.gram	Was it likely that the student was worried about her grade?	yes	The_student	who	wrote	to	the_professors	likely	was	concerned	about	her	low	grade.		The student who wrote to the professors likely was	Llama-2-7B	4.12867546081543	meta-llama/Llama-2-7b-hf	exp1
9	restr	singular	gram	e.restr.singular.gram	Was it likely that the student was worried about her grade?	yes	The_student	who	wrote	to	the_professor	likely	was	concerned	about	her	low	grade.		The student who wrote to the professor likely was	Llama-2-7B	4.028891086578369	meta-llama/Llama-2-7b-hf	exp1
9	restr	plural	ungram	e.restr.plural.ungram	Was it likely that the student was worried about her grade?	yes	The_student	who	wrote	to	the_professors	likely	were	concerned	about	her	low	grade.		The student who wrote to the professors likely were	Llama-2-7B	12.5481538772583	meta-llama/Llama-2-7b-hf	exp1
9	restr	singular	ungram	e.restr.singular.ungram	Was it likely that the student was worried about her grade?	yes	The_student	who	wrote	to	the_professor	likely	were	concerned	about	her	low	grade.		The student who wrote to the professor likely were	Llama-2-7B	13.496578216552734	meta-llama/Llama-2-7b-hf	exp1
10	appos	plural	gram	e.appos.plural.gram	Was it the journalist who investigated something?	no	The_journalist,	who	read	about	the_reports,	apparently	was	investigated	for	fraudulent	investigative	journalism.		The journalist, who read about the reports, apparently was	Llama-2-7B	5.513316631317139	meta-llama/Llama-2-7b-hf	exp1
10	appos	singular	gram	e.appos.singular.gram	Was it the journalist who investigated something?	no	The_journalist,	who	read	about	the_report,	apparently	was	investigated	for	fraudulent	investigative	journalism.		The journalist, who read about the report, apparently was	Llama-2-7B	5.135060787200928	meta-llama/Llama-2-7b-hf	exp1
10	appos	plural	ungram	e.appos.plural.ungram	Was it the journalist who investigated something?	no	The_journalist,	who	read	about	the_reports,	apparently	were	investigated	for	fraudulent	investigative	journalism.		The journalist, who read about the reports, apparently were	Llama-2-7B	13.70737361907959	meta-llama/Llama-2-7b-hf	exp1
10	appos	singular	ungram	e.appos.singular.ungram	Was it the journalist who investigated something?	no	The_journalist,	who	read	about	the_report,	apparently	were	investigated	for	fraudulent	investigative	journalism.		The journalist, who read about the report, apparently were	Llama-2-7B	14.450587272644045	meta-llama/Llama-2-7b-hf	exp1
10	restr	plural	gram	e.restr.plural.gram	Was it the journalist who investigated something?	no	The_journalist	who	read	about	the_reports	apparently	was	investigated	for	fraudulent	investigative	journalism.		The journalist who read about the reports apparently was	Llama-2-7B	5.563777446746826	meta-llama/Llama-2-7b-hf	exp1
10	restr	singular	gram	e.restr.singular.gram	Was it the journalist who investigated something?	no	The_journalist	who	read	about	the_report	apparently	was	investigated	for	fraudulent	investigative	journalism.		The journalist who read about the report apparently was	Llama-2-7B	5.286052703857422	meta-llama/Llama-2-7b-hf	exp1
10	restr	plural	ungram	e.restr.plural.ungram	Was it the journalist who investigated something?	no	The_journalist	who	read	about	the_reports	apparently	were	investigated	for	fraudulent	investigative	journalism.		The journalist who read about the reports apparently were	Llama-2-7B	13.104113578796388	meta-llama/Llama-2-7b-hf	exp1
10	restr	singular	ungram	e.restr.singular.ungram	Was it the journalist who investigated something?	no	The_journalist	who	read	about	the_report	apparently	were	investigated	for	fraudulent	investigative	journalism.		The journalist who read about the report apparently were	Llama-2-7B	13.694259643554688	meta-llama/Llama-2-7b-hf	exp1
11	appos	plural	gram	e.appos.plural.gram	Was the boy excited about being bitten?	no	The_boy,	who	walked	toward	the_dogs,	probably	was	scared	about	being	bitten.			The boy, who walked toward the dogs, probably was	Llama-2-7B	4.634798049926758	meta-llama/Llama-2-7b-hf	exp1
11	appos	singular	gram	e.appos.singular.gram	Was the boy excited about being bitten?	no	The_boy,	who	walked	toward	the_dog,	probably	was	scared	about	being	bitten.			The boy, who walked toward the dog, probably was	Llama-2-7B	5.081551551818848	meta-llama/Llama-2-7b-hf	exp1
11	appos	plural	ungram	e.appos.plural.ungram	Was the boy excited about being bitten?	no	The_boy,	who	walked	toward	the_dogs,	probably	were	scared	about	being	bitten.			The boy, who walked toward the dogs, probably were	Llama-2-7B	14.017951011657717	meta-llama/Llama-2-7b-hf	exp1
11	appos	singular	ungram	e.appos.singular.ungram	Was the boy excited about being bitten?	no	The_boy,	who	walked	toward	the_dog,	probably	were	scared	about	being	bitten.			The boy, who walked toward the dog, probably were	Llama-2-7B	14.59150505065918	meta-llama/Llama-2-7b-hf	exp1
11	restr	plural	gram	e.restr.plural.gram	Was the boy excited about being bitten?	no	The_boy	who	walked	toward	the_dogs	probably	was	scared	about	being	bitten.			The boy who walked toward the dogs probably was	Llama-2-7B	4.957192420959473	meta-llama/Llama-2-7b-hf	exp1
11	restr	singular	gram	e.restr.singular.gram	Was the boy excited about being bitten?	no	The_boy	who	walked	toward	the_dog	probably	was	scared	about	being	bitten.			The boy who walked toward the dog probably was	Llama-2-7B	5.254062175750732	meta-llama/Llama-2-7b-hf	exp1
11	restr	plural	ungram	e.restr.plural.ungram	Was the boy excited about being bitten?	no	The_boy	who	walked	toward	the_dogs	probably	were	scared	about	being	bitten.			The boy who walked toward the dogs probably were	Llama-2-7B	15.985918998718262	meta-llama/Llama-2-7b-hf	exp1
11	restr	singular	ungram	e.restr.singular.ungram	Was the boy excited about being bitten?	no	The_boy	who	walked	toward	the_dog	probably	were	scared	about	being	bitten.			The boy who walked toward the dog probably were	Llama-2-7B	16.23770523071289	meta-llama/Llama-2-7b-hf	exp1
12	appos	plural	gram	e.appos.plural.gram	Was the woman happy about the road trip?	yes	The_woman,	who	walked	by	the_dogs,	clearly	was	happy	about	the	cross-country	road_trip.		The woman, who walked by the dogs, clearly was	Llama-2-7B	4.496131896972656	meta-llama/Llama-2-7b-hf	exp1
12	appos	singular	gram	e.appos.singular.gram	Was the woman happy about the road trip?	yes	The_woman,	who	walked	by	the_dog,	clearly	was	happy	about	the	cross-country	road_trip.		The woman, who walked by the dog, clearly was	Llama-2-7B	4.7574238777160645	meta-llama/Llama-2-7b-hf	exp1
12	appos	plural	ungram	e.appos.plural.ungram	Was the woman happy about the road trip?	yes	The_woman,	who	walked	by	the_dogs,	clearly	were	happy	about	the	cross-country	road_trip.		The woman, who walked by the dogs, clearly were	Llama-2-7B	14.132883071899414	meta-llama/Llama-2-7b-hf	exp1
12	appos	singular	ungram	e.appos.singular.ungram	Was the woman happy about the road trip?	yes	The_woman,	who	walked	by	the_dog,	clearly	were	happy	about	the	cross-country	road_trip.		The woman, who walked by the dog, clearly were	Llama-2-7B	14.957728385925291	meta-llama/Llama-2-7b-hf	exp1
12	restr	plural	gram	e.restr.plural.gram	Was the woman happy about the road trip?	yes	The_woman	who	walked	by	the_dogs	clearly	was	happy	about	the	cross-country	road_trip.		The woman who walked by the dogs clearly was	Llama-2-7B	4.395595550537109	meta-llama/Llama-2-7b-hf	exp1
12	restr	singular	gram	e.restr.singular.gram	Was the woman happy about the road trip?	yes	The_woman	who	walked	by	the_dog	clearly	was	happy	about	the	cross-country	road_trip.		The woman who walked by the dog clearly was	Llama-2-7B	4.668468475341797	meta-llama/Llama-2-7b-hf	exp1
12	restr	plural	ungram	e.restr.plural.ungram	Was the woman happy about the road trip?	yes	The_woman	who	walked	by	the_dogs	clearly	were	happy	about	the	cross-country	road_trip.		The woman who walked by the dogs clearly were	Llama-2-7B	13.671673774719238	meta-llama/Llama-2-7b-hf	exp1
12	restr	singular	ungram	e.restr.singular.ungram	Was the woman happy about the road trip?	yes	The_woman	who	walked	by	the_dog	clearly	were	happy	about	the	cross-country	road_trip.		The woman who walked by the dog clearly were	Llama-2-7B	14.564454078674316	meta-llama/Llama-2-7b-hf	exp1
13	appos	plural	gram	e.appos.plural.gram	Was the nurse excited about the good news?	yes	The_nurse,	who	called	for	the_doctors,	unsurprisingly	was	excited	about	the	good	news.		The nurse, who called for the doctors, unsurprisingly was	Llama-2-7B	4.813348770141602	meta-llama/Llama-2-7b-hf	exp1
13	appos	singular	gram	e.appos.singular.gram	Was the nurse excited about the good news?	yes	The_nurse,	who	called	for	the_doctor,	unsurprisingly	was	excited	about	the	good	news.		The nurse, who called for the doctor, unsurprisingly was	Llama-2-7B	4.717072010040283	meta-llama/Llama-2-7b-hf	exp1
13	appos	plural	ungram	e.appos.plural.ungram	Was the nurse excited about the good news?	yes	The_nurse,	who	called	for	the_doctors,	unsurprisingly	were	excited	about	the	good	news.		The nurse, who called for the doctors, unsurprisingly were	Llama-2-7B	13.210284233093262	meta-llama/Llama-2-7b-hf	exp1
13	appos	singular	ungram	e.appos.singular.ungram	Was the nurse excited about the good news?	yes	The_nurse,	who	called	for	the_doctor,	unsurprisingly	were	excited	about	the	good	news.		The nurse, who called for the doctor, unsurprisingly were	Llama-2-7B	14.218571662902832	meta-llama/Llama-2-7b-hf	exp1
13	restr	plural	gram	e.restr.plural.gram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctors	unsurprisingly	was	excited	about	the	good	news.		The nurse who called for the doctors unsurprisingly was	Llama-2-7B	4.656899929046631	meta-llama/Llama-2-7b-hf	exp1
13	restr	singular	gram	e.restr.singular.gram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctor	unsurprisingly	was	excited	about	the	good	news.		The nurse who called for the doctor unsurprisingly was	Llama-2-7B	4.663639545440674	meta-llama/Llama-2-7b-hf	exp1
13	restr	plural	ungram	e.restr.plural.ungram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctors	unsurprisingly	were	excited	about	the	good	news.		The nurse who called for the doctors unsurprisingly were	Llama-2-7B	13.059471130371094	meta-llama/Llama-2-7b-hf	exp1
13	restr	singular	ungram	e.restr.singular.ungram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctor	unsurprisingly	were	excited	about	the	good	news.		The nurse who called for the doctor unsurprisingly were	Llama-2-7B	14.531448364257812	meta-llama/Llama-2-7b-hf	exp1
14	appos	plural	gram	e.appos.plural.gram	Did the director intrigue the assistants?	no	The_director,	who	called	for	the_assistants,	suddenly	was	intrigued	by	the	secret	report.		The director, who called for the assistants, suddenly was	Llama-2-7B	8.403361320495605	meta-llama/Llama-2-7b-hf	exp1
14	appos	singular	gram	e.appos.singular.gram	Did the director intrigue the assistant?	no	The_director,	who	called	for	the_assistant,	suddenly	was	intrigued	by	the	secret	report.		The director, who called for the assistant, suddenly was	Llama-2-7B	8.2470121383667	meta-llama/Llama-2-7b-hf	exp1
14	appos	plural	ungram	e.appos.plural.ungram	Did the director intrigue the assistants?	no	The_director,	who	called	for	the_assistants,	suddenly	were	intrigued	by	the	secret	report.		The director, who called for the assistants, suddenly were	Llama-2-7B	15.904248237609863	meta-llama/Llama-2-7b-hf	exp1
14	appos	singular	ungram	e.appos.singular.ungram	Did the director intrigue the assistant?	no	The_director,	who	called	for	the_assistant,	suddenly	were	intrigued	by	the	secret	report.		The director, who called for the assistant, suddenly were	Llama-2-7B	17.010257720947266	meta-llama/Llama-2-7b-hf	exp1
14	restr	plural	gram	e.restr.plural.gram	Did the director intrigue the assistants?	no	The_director	who	called	for	the_assistants	suddenly	was	intrigued	by	the	secret	report.		The director who called for the assistants suddenly was	Llama-2-7B	9.047780990600586	meta-llama/Llama-2-7b-hf	exp1
14	restr	singular	gram	e.restr.singular.gram	Did the director intrigue the assistant?	no	The_director	who	called	for	the_assistant	suddenly	was	intrigued	by	the	secret	report.		The director who called for the assistant suddenly was	Llama-2-7B	9.101761817932127	meta-llama/Llama-2-7b-hf	exp1
14	restr	plural	ungram	e.restr.plural.ungram	Did the director intrigue the assistants?	no	The_director	who	called	for	the_assistants	suddenly	were	intrigued	by	the	secret	report.		The director who called for the assistants suddenly were	Llama-2-7B	13.27442741394043	meta-llama/Llama-2-7b-hf	exp1
14	restr	singular	ungram	e.restr.singular.ungram	Did the director intrigue the assistant?	no	The_director	who	called	for	the_assistant	suddenly	were	intrigued	by	the	secret	report.		The director who called for the assistant suddenly were	Llama-2-7B	16.416677474975586	meta-llama/Llama-2-7b-hf	exp1
15	appos	plural	gram	e.appos.plural.gram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_houses,	certainly	was	impressed	with	the	stunning	view.		The artist, who painted by the houses, certainly was	Llama-2-7B	4.326046466827393	meta-llama/Llama-2-7b-hf	exp1
15	appos	singular	gram	e.appos.singular.gram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_house,	certainly	was	impressed	with	the	stunning	view.		The artist, who painted by the house, certainly was	Llama-2-7B	4.273081302642822	meta-llama/Llama-2-7b-hf	exp1
15	appos	plural	ungram	e.appos.plural.ungram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_houses,	certainly	were	impressed	with	the	stunning	view.		The artist, who painted by the houses, certainly were	Llama-2-7B	11.55079174041748	meta-llama/Llama-2-7b-hf	exp1
15	appos	singular	ungram	e.appos.singular.ungram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_house,	certainly	were	impressed	with	the	stunning	view.		The artist, who painted by the house, certainly were	Llama-2-7B	13.808393478393556	meta-llama/Llama-2-7b-hf	exp1
15	restr	plural	gram	e.restr.plural.gram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_houses	certainly	was	impressed	with	the	stunning	view.		The artist who painted by the houses certainly was	Llama-2-7B	4.337525367736816	meta-llama/Llama-2-7b-hf	exp1
15	restr	singular	gram	e.restr.singular.gram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_house	certainly	was	impressed	with	the	stunning	view.		The artist who painted by the house certainly was	Llama-2-7B	4.332679271697998	meta-llama/Llama-2-7b-hf	exp1
15	restr	plural	ungram	e.restr.plural.ungram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_houses	certainly	were	impressed	with	the	stunning	view.		The artist who painted by the houses certainly were	Llama-2-7B	11.404476165771484	meta-llama/Llama-2-7b-hf	exp1
15	restr	singular	ungram	e.restr.singular.ungram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_house	certainly	were	impressed	with	the	stunning	view.		The artist who painted by the house certainly were	Llama-2-7B	12.436567306518556	meta-llama/Llama-2-7b-hf	exp1
16	appos	plural	gram	e.appos.plural.gram	Did the actors surprise the director?	no	The_director,	who	called	for	the_actors,	certainly	was	surprised	about	the	exciting	news.		The director, who called for the actors, certainly was	Llama-2-7B	4.467182636260986	meta-llama/Llama-2-7b-hf	exp1
16	appos	singular	gram	e.appos.singular.gram	Did the actor surprise the director?	no	The_director,	who	called	for	the_actor,	certainly	was	surprised	about	the	exciting	news.		The director, who called for the actor, certainly was	Llama-2-7B	4.83404016494751	meta-llama/Llama-2-7b-hf	exp1
16	appos	plural	ungram	e.appos.plural.ungram	Did the actors surprise the director?	no	The_director,	who	called	for	the_actors,	certainly	were	surprised	about	the	exciting	news.		The director, who called for the actors, certainly were	Llama-2-7B	12.74013614654541	meta-llama/Llama-2-7b-hf	exp1
16	appos	singular	ungram	e.appos.singular.ungram	Did the actor surprise the director?	no	The_director,	who	called	for	the_actor,	certainly	were	surprised	about	the	exciting	news.		The director, who called for the actor, certainly were	Llama-2-7B	15.141419410705566	meta-llama/Llama-2-7b-hf	exp1
16	restr	plural	gram	e.restr.plural.gram	Did the actors surprise the director?	no	The_director	who	called	for	the_actors	certainly	was	surprised	about	the	exciting	news.		The director who called for the actors certainly was	Llama-2-7B	5.4784016609191895	meta-llama/Llama-2-7b-hf	exp1
16	restr	singular	gram	e.restr.singular.gram	Did the actor surprise the director?	no	The_director	who	called	for	the_actor	certainly	was	surprised	about	the	exciting	news.		The director who called for the actor certainly was	Llama-2-7B	5.788395404815674	meta-llama/Llama-2-7b-hf	exp1
16	restr	plural	ungram	e.restr.plural.ungram	Did the actors surprise the director?	no	The_director	who	called	for	the_actors	certainly	were	surprised	about	the	exciting	news.		The director who called for the actors certainly were	Llama-2-7B	11.08011531829834	meta-llama/Llama-2-7b-hf	exp1
16	restr	singular	ungram	e.restr.singular.ungram	Did the actor surprise the director?	no	The_director	who	called	for	the_actor	certainly	were	surprised	about	the	exciting	news.		The director who called for the actor certainly were	Llama-2-7B	12.539756774902344	meta-llama/Llama-2-7b-hf	exp1
17	appos	plural	gram	e.appos.plural.gram	Was the thief scared of getting caught red-handed?	yes	The_thief,	who	stole	from	the_stashes,	obviously	was	scared	of	being	caught	red-handed.		The thief, who stole from the stashes, obviously was	Llama-2-7B	4.277388572692871	meta-llama/Llama-2-7b-hf	exp1
17	appos	singular	gram	e.appos.singular.gram	Was the thief scared of getting caught red-handed?	yes	The_thief,	who	stole	from	the_stash,	obviously	was	scared	of	being	caught	red-handed.		The thief, who stole from the stash, obviously was	Llama-2-7B	4.752071857452393	meta-llama/Llama-2-7b-hf	exp1
17	appos	plural	ungram	e.appos.plural.ungram	Was the thief scared of getting caught red-handed?	yes	The_thief,	who	stole	from	the_stashes,	obviously	were	scared	of	being	caught	red-handed.		The thief, who stole from the stashes, obviously were	Llama-2-7B	10.52155303955078	meta-llama/Llama-2-7b-hf	exp1
17	appos	singular	ungram	e.appos.singular.ungram	Was the thief scared of getting caught red-handed?	yes	The_thief,	who	stole	from	the_stash,	obviously	were	scared	of	being	caught	red-handed.		The thief, who stole from the stash, obviously were	Llama-2-7B	12.213510513305664	meta-llama/Llama-2-7b-hf	exp1
17	restr	plural	gram	e.restr.plural.gram	Was the thief scared of getting caught red-handed?	yes	The_thief	who	stole	from	the_stashes	obviously	was	scared	of	being	caught	red-handed.		The thief who stole from the stashes obviously was	Llama-2-7B	4.2876505851745605	meta-llama/Llama-2-7b-hf	exp1
17	restr	singular	gram	e.restr.singular.gram	Was the thief scared of getting caught red-handed?	yes	The_thief	who	stole	from	the_stash	obviously	was	scared	of	being	caught	red-handed.		The thief who stole from the stash obviously was	Llama-2-7B	4.647747993469238	meta-llama/Llama-2-7b-hf	exp1
17	restr	plural	ungram	e.restr.plural.ungram	Was the thief scared of getting caught red-handed?	yes	The_thief	who	stole	from	the_stashes	obviously	were	scared	of	being	caught	red-handed.		The thief who stole from the stashes obviously were	Llama-2-7B	10.892488479614258	meta-llama/Llama-2-7b-hf	exp1
17	restr	singular	ungram	e.restr.singular.ungram	Was the thief scared of getting caught red-handed?	yes	The_thief	who	stole	from	the_stash	obviously	were	scared	of	being	caught	red-handed.		The thief who stole from the stash obviously were	Llama-2-7B	11.96266269683838	meta-llama/Llama-2-7b-hf	exp1
18	appos	plural	gram	e.appos.plural.gram	Was the author pleased with the ending?	no	The_author,	who	read	about	the_books,	apparently	was	disappointed	with	the	surprise	ending.		The author, who read about the books, apparently was	Llama-2-7B	5.341315269470215	meta-llama/Llama-2-7b-hf	exp1
18	appos	singular	gram	e.appos.singular.gram	Was the author pleased with the ending?	no	The_author,	who	read	about	the_book,	apparently	was	disappointed	with	the	surprise	ending.		The author, who read about the book, apparently was	Llama-2-7B	5.253652572631836	meta-llama/Llama-2-7b-hf	exp1
18	appos	plural	ungram	e.appos.plural.ungram	Was the author pleased with the ending?	no	The_author,	who	read	about	the_books,	apparently	were	disappointed	with	the	surprise	ending.		The author, who read about the books, apparently were	Llama-2-7B	13.811513900756836	meta-llama/Llama-2-7b-hf	exp1
18	appos	singular	ungram	e.appos.singular.ungram	Was the author pleased with the ending?	no	The_author,	who	read	about	the_book,	apparently	were	disappointed	with	the	surprise	ending.		The author, who read about the book, apparently were	Llama-2-7B	15.234171867370604	meta-llama/Llama-2-7b-hf	exp1
18	restr	plural	gram	e.restr.plural.gram	Was the author pleased with the ending?	no	The_author	who	read	about	the_books	apparently	was	disappointed	with	the	surprise	ending.		The author who read about the books apparently was	Llama-2-7B	5.234063625335693	meta-llama/Llama-2-7b-hf	exp1
18	restr	singular	gram	e.restr.singular.gram	Was the author pleased with the ending?	no	The_author	who	read	about	the_book	apparently	was	disappointed	with	the	surprise	ending.		The author who read about the book apparently was	Llama-2-7B	4.563612937927246	meta-llama/Llama-2-7b-hf	exp1
18	restr	plural	ungram	e.restr.plural.ungram	Was the author pleased with the ending?	no	The_author	who	read	about	the_books	apparently	were	disappointed	with	the	surprise	ending.		The author who read about the books apparently were	Llama-2-7B	10.689253807067873	meta-llama/Llama-2-7b-hf	exp1
18	restr	singular	ungram	e.restr.singular.ungram	Was the author pleased with the ending?	no	The_author	who	read	about	the_book	apparently	were	disappointed	with	the	surprise	ending.		The author who read about the book apparently were	Llama-2-7B	12.250473022460938	meta-llama/Llama-2-7b-hf	exp1
19	appos	plural	gram	e.appos.plural.gram	Did the terrorists surround the soldier?	no	The_solider,	who	fought	against	the_terrorists,	likely	was	surrounded	by	a	team	of	insurgents.	The solider, who fought against the terrorists, likely was	Llama-2-7B	4.809575080871582	meta-llama/Llama-2-7b-hf	exp1
19	appos	singular	gram	e.appos.singular.gram	Did the terrorist surround the soldier?	no	The_solider,	who	fought	against	the_terrorist,	likely	was	surrounded	by	a	team	of	insurgents.	The solider, who fought against the terrorist, likely was	Llama-2-7B	5.521107196807861	meta-llama/Llama-2-7b-hf	exp1
19	appos	plural	ungram	e.appos.plural.ungram	Did the terrorists surround the soldier?	no	The_solider,	who	fought	against	the_terrorists,	likely	were	surrounded	by	a	team	of	insurgents.	The solider, who fought against the terrorists, likely were	Llama-2-7B	11.651104927062988	meta-llama/Llama-2-7b-hf	exp1
19	appos	singular	ungram	e.appos.singular.ungram	Did the terrorist surround the soldier?	no	The_solider,	who	fought	against	the_terrorist,	likely	were	surrounded	by	a	team	of	insurgents.	The solider, who fought against the terrorist, likely were	Llama-2-7B	12.52043342590332	meta-llama/Llama-2-7b-hf	exp1
19	restr	plural	gram	e.restr.plural.gram	Did the terrorists surround the soldier?	no	The_solider	who	fought	against	the_terrorists	likely	was	surrounded	by	a	team	of	insurgents.	The solider who fought against the terrorists likely was	Llama-2-7B	5.682628154754639	meta-llama/Llama-2-7b-hf	exp1
19	restr	singular	gram	e.restr.singular.gram	Did the terrorist surround the soldier?	no	The_solider	who	fought	against	the_terrorist	likely	was	surrounded	by	a	team	of	insurgents.	The solider who fought against the terrorist likely was	Llama-2-7B	5.521720886230469	meta-llama/Llama-2-7b-hf	exp1
19	restr	plural	ungram	e.restr.plural.ungram	Did the terrorists surround the soldier?	no	The_solider	who	fought	against	the_terrorists	likely	were	surrounded	by	a	team	of	insurgents.	The solider who fought against the terrorists likely were	Llama-2-7B	10.517910957336426	meta-llama/Llama-2-7b-hf	exp1
19	restr	singular	ungram	e.restr.singular.ungram	Did the terrorist surround the soldier?	no	The_solider	who	fought	against	the_terrorist	likely	were	surrounded	by	a	team	of	insurgents.	The solider who fought against the terrorist likely were	Llama-2-7B	10.740219116210938	meta-llama/Llama-2-7b-hf	exp1
20	appos	plural	gram	e.appos.plural.gram	Was it the officer who was pulled over?	no	The_millionaire,	who	drove	past	the_cars,	allegedly	was	pulled	over	for	drunk	driving.		The millionaire, who drove past the cars, allegedly was	Llama-2-7B	7.586055755615234	meta-llama/Llama-2-7b-hf	exp1
20	appos	singular	gram	e.appos.singular.gram	Was it the officer who was pulled over?	no	The_millionaire,	who	drove	past	the_cars,	allegedly	was	pulled	over	for	drunk	driving.		The millionaire, who drove past the cars, allegedly was	Llama-2-7B	7.586055755615234	meta-llama/Llama-2-7b-hf	exp1
20	appos	plural	ungram	e.appos.plural.ungram	Was it the officer who was pulled over?	no	The_millionaire,	who	drove	past	the_cars,	allegedly	were	pulled	over	for	drunk	driving.		The millionaire, who drove past the cars, allegedly were	Llama-2-7B	14.15708065032959	meta-llama/Llama-2-7b-hf	exp1
20	appos	singular	ungram	e.appos.singular.ungram	Was it the officer who was pulled over?	no	The_millionaire,	who	drove	past	the_cars,	allegedly	were	pulled	over	for	drunk	driving.		The millionaire, who drove past the cars, allegedly were	Llama-2-7B	14.15708065032959	meta-llama/Llama-2-7b-hf	exp1
