ItemNo	Clause	Distractor	Grammaticality	Condition	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	sentence	model	modelname	surp	exp
39	appos	plural	ungram	e.appos.plural.ungram	Anna	trusted	the	bricklayers,	who	the	contractor	assign	to	important	projects	every	year.					Anna trusted the bricklayers, who the contractor assign	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.872474670410156	exp3
39	appos	singular	ungram	e.appos.singular.ungram	Anna	trusted	the	bricklayer,	who	the	contractor	assign	to	important	projects	every	year.					Anna trusted the bricklayer, who the contractor assign	Llama-2-13B	meta-llama/Llama-2-13b-hf	17.473352432250977	exp3
40	restr	plural	gram	e.restr.plural.gram	Maria	greeted	the	comedians	who	the	prisoner	finds	so	entertaining	to	watch.						Maria greeted the comedians who the prisoner finds	Llama-2-13B	meta-llama/Llama-2-13b-hf	13.52813720703125	exp3
40	restr	singular	gram	e.restr.singular.gram	Maria	greeted	the	comedian	who	the	prisoner	finds	so	entertaining	to	watch.						Maria greeted the comedian who the prisoner finds	Llama-2-13B	meta-llama/Llama-2-13b-hf	12.2323637008667	exp3
40	restr	plural	ungram	e.restr.plural.ungram	Maria	greeted	the	comedians	who	the	prisoner	find	so	entertaining	to	watch.						Maria greeted the comedians who the prisoner find	Llama-2-13B	meta-llama/Llama-2-13b-hf	15.252608299255373	exp3
40	restr	singular	ungram	e.restr.singular.ungram	Maria	greeted	the	comedian	who	the	prisoner	find	so	entertaining	to	watch.						Maria greeted the comedian who the prisoner find	Llama-2-13B	meta-llama/Llama-2-13b-hf	15.185379981994627	exp3
40	appos	plural	gram	e.appos.plural.gram	Maria	greeted	the	comedians,	who	the	prisoner	finds	so	entertaining	to	watch.						Maria greeted the comedians, who the prisoner finds	Llama-2-13B	meta-llama/Llama-2-13b-hf	12.996981620788574	exp3
40	appos	singular	gram	e.appos.singular.gram	Maria	greeted	the	comedian,	who	the	prisoner	finds	so	entertaining	to	watch.						Maria greeted the comedian, who the prisoner finds	Llama-2-13B	meta-llama/Llama-2-13b-hf	12.178702354431152	exp3
40	appos	plural	ungram	e.appos.plural.ungram	Maria	greeted	the	comedians,	who	the	prisoner	find	so	entertaining	to	watch.						Maria greeted the comedians, who the prisoner find	Llama-2-13B	meta-llama/Llama-2-13b-hf	15.49915599822998	exp3
40	appos	singular	ungram	e.appos.singular.ungram	Maria	greeted	the	comedian,	who	the	prisoner	find	so	entertaining	to	watch.						Maria greeted the comedian, who the prisoner find	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.29263687133789	exp3
41	restr	plural	gram	e.restr.plural.gram	Julie	saw	the	judges	who	the	criminal	fears	the	most	at	trials.						Julie saw the judges who the criminal fears	Llama-2-13B	meta-llama/Llama-2-13b-hf	15.89546912908554	exp3
41	restr	singular	gram	e.restr.singular.gram	Julie	saw	the	judge	who	the	criminal	fears	the	most	at	trials.						Julie saw the judge who the criminal fears	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.325874134898186	exp3
41	restr	plural	ungram	e.restr.plural.ungram	Julie	saw	the	judges	who	the	criminal	fear	the	most	at	trials.						Julie saw the judges who the criminal fear	Llama-2-13B	meta-llama/Llama-2-13b-hf	14.929591178894045	exp3
41	restr	singular	ungram	e.restr.singular.ungram	Julie	saw	the	judge	who	the	criminal	fear	the	most	at	trials.						Julie saw the judge who the criminal fear	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.133207321166992	exp3
41	appos	plural	gram	e.appos.plural.gram	Julie	saw	the	judges,	who	the	criminal	fears	the	most	at	trials.						Julie saw the judges, who the criminal fears	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.891016006469727	exp3
41	appos	singular	gram	e.appos.singular.gram	Julie	saw	the	judge,	who	the	criminal	fears	the	most	at	trials.						Julie saw the judge, who the criminal fears	Llama-2-13B	meta-llama/Llama-2-13b-hf	17.02780982851982	exp3
41	appos	plural	ungram	e.appos.plural.ungram	Julie	saw	the	judges,	who	the	criminal	fear	the	most	at	trials.						Julie saw the judges, who the criminal fear	Llama-2-13B	meta-llama/Llama-2-13b-hf	15.67768096923828	exp3
41	appos	singular	ungram	e.appos.singular.ungram	Julie	saw	the	judge,	who	the	criminal	fear	the	most	at	trials.						Julie saw the judge, who the criminal fear	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.69451332092285	exp3
42	restr	plural	gram	e.restr.plural.gram	Nicole	hugged	the	students	who	the	bully	teases	during	lunch	at	school.						Nicole hugged the students who the bully teases	Llama-2-13B	meta-llama/Llama-2-13b-hf	15.46162223815918	exp3
42	restr	singular	gram	e.restr.singular.gram	Nicole	hugged	the	student	who	the	bully	teases	during	lunch	at	school.						Nicole hugged the student who the bully teases	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.69171142578125	exp3
42	restr	plural	ungram	e.restr.plural.ungram	Nicole	hugged	the	students	who	the	bully	tease	during	lunch	at	school.						Nicole hugged the students who the bully tease	Llama-2-13B	meta-llama/Llama-2-13b-hf	14.920611381530762	exp3
42	restr	singular	ungram	e.restr.singular.ungram	Nicole	hugged	the	student	who	the	bully	tease	during	lunch	at	school.						Nicole hugged the student who the bully tease	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.635355949401855	exp3
42	appos	plural	gram	e.appos.plural.gram	Nicole	hugged	the	students,	who	the	bully	teases	during	lunch	at	school.						Nicole hugged the students, who the bully teases	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.67580223083496	exp3
42	appos	singular	gram	e.appos.singular.gram	Nicole	hugged	the	student,	who	the	bully	teases	during	lunch	at	school.						Nicole hugged the student, who the bully teases	Llama-2-13B	meta-llama/Llama-2-13b-hf	18.087159156799316	exp3
42	appos	plural	ungram	e.appos.plural.ungram	Nicole	hugged	the	students,	who	the	bully	tease	during	lunch	at	school.						Nicole hugged the students, who the bully tease	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.563091278076172	exp3
42	appos	singular	ungram	e.appos.singular.ungram	Nicole	hugged	the	student,	who	the	bully	tease	during	lunch	at	school.						Nicole hugged the student, who the bully tease	Llama-2-13B	meta-llama/Llama-2-13b-hf	18.752151489257812	exp3
43	restr	plural	gram	e.restr.plural.gram	Angela	followed	the	philosophers	who	the	scientist	discusses	during	the	radio	program.						Angela followed the philosophers who the scientist discusses	Llama-2-13B	meta-llama/Llama-2-13b-hf	12.964601069688795	exp3
43	restr	singular	gram	e.restr.singular.gram	Angela	followed	the	philosopher	who	the	scientist	discusses	during	the	radio	program.						Angela followed the philosopher who the scientist discusses	Llama-2-13B	meta-llama/Llama-2-13b-hf	20.98348981142044	exp3
43	restr	plural	ungram	e.restr.plural.ungram	Angela	followed	the	philosophers	who	the	scientist	discuss	during	the	radio	program.						Angela followed the philosophers who the scientist discuss	Llama-2-13B	meta-llama/Llama-2-13b-hf	12.578981399536133	exp3
43	restr	singular	ungram	e.restr.singular.ungram	Angela	followed	the	philosopher	who	the	scientist	discuss	during	the	radio	program.						Angela followed the philosopher who the scientist discuss	Llama-2-13B	meta-llama/Llama-2-13b-hf	20.18521499633789	exp3
43	appos	plural	gram	e.appos.plural.gram	Angela	followed	the	philosophers,	who	the	scientist	discusses	during	the	radio	program.						Angela followed the philosophers, who the scientist discusses	Llama-2-13B	meta-llama/Llama-2-13b-hf	15.024675488471985	exp3
43	appos	singular	gram	e.appos.singular.gram	Angela	followed	the	philosopher,	who	the	scientist	discusses	during	the	radio	program.						Angela followed the philosopher, who the scientist discusses	Llama-2-13B	meta-llama/Llama-2-13b-hf	20.717815279960632	exp3
43	appos	plural	ungram	e.appos.plural.ungram	Angela	followed	the	philosophers,	who	the	scientist	discuss	during	the	radio	program.						Angela followed the philosophers, who the scientist discuss	Llama-2-13B	meta-llama/Llama-2-13b-hf	14.494511604309082	exp3
43	appos	singular	ungram	e.appos.singular.ungram	Angela	followed	the	philosopher,	who	the	scientist	discuss	during	the	radio	program.						Angela followed the philosopher, who the scientist discuss	Llama-2-13B	meta-llama/Llama-2-13b-hf	19.727205276489254	exp3
44	restr	plural	gram	e.restr.plural.gram	Lisa	revered	the	lawyers	who	the	candidate	consults	every	morning	before	the	meeting.					Lisa revered the lawyers who the candidate consults	Llama-2-13B	meta-llama/Llama-2-13b-hf	10.76759648323059	exp3
44	restr	singular	gram	e.restr.singular.gram	Lisa	revered	the	lawyer	who	the	candidate	consults	every	morning	before	the	meeting.					Lisa revered the lawyer who the candidate consults	Llama-2-13B	meta-llama/Llama-2-13b-hf	11.123238563537598	exp3
44	restr	plural	ungram	e.restr.plural.ungram	Lisa	revered	the	lawyers	who	the	candidate	consult	every	morning	before	the	meeting.					Lisa revered the lawyers who the candidate consult	Llama-2-13B	meta-llama/Llama-2-13b-hf	6.8469438552856445	exp3
44	restr	singular	ungram	e.restr.singular.ungram	Lisa	revered	the	lawyer	who	the	candidate	consult	every	morning	before	the	meeting.					Lisa revered the lawyer who the candidate consult	Llama-2-13B	meta-llama/Llama-2-13b-hf	6.7858757972717285	exp3
44	appos	plural	gram	e.appos.plural.gram	Lisa	revered	the	lawyers,	who	the	candidate	consults	every	morning	before	the	meeting.					Lisa revered the lawyers, who the candidate consults	Llama-2-13B	meta-llama/Llama-2-13b-hf	12.334348917007446	exp3
44	appos	singular	gram	e.appos.singular.gram	Lisa	revered	the	lawyer,	who	the	candidate	consults	every	morning	before	the	meeting.					Lisa revered the lawyer, who the candidate consults	Llama-2-13B	meta-llama/Llama-2-13b-hf	13.557854175567629	exp3
44	appos	plural	ungram	e.appos.plural.ungram	Lisa	revered	the	lawyers,	who	the	candidate	consult	every	morning	before	the	meeting.					Lisa revered the lawyers, who the candidate consult	Llama-2-13B	meta-llama/Llama-2-13b-hf	8.833364486694336	exp3
44	appos	singular	ungram	e.appos.singular.ungram	Lisa	revered	the	lawyer,	who	the	candidate	consult	every	morning	before	the	meeting.					Lisa revered the lawyer, who the candidate consult	Llama-2-13B	meta-llama/Llama-2-13b-hf	9.528108596801758	exp3
45	restr	plural	gram	e.restr.plural.gram	Alicia	met	the	musicians	who	the	reviewer	praises	so	highly	all	the	time.					Alicia met the musicians who the reviewer praises	Llama-2-13B	meta-llama/Llama-2-13b-hf	9.72488808631897	exp3
45	restr	singular	gram	e.restr.singular.gram	Alicia	met	the	musician	who	the	reviewer	praises	so	highly	all	the	time.					Alicia met the musician who the reviewer praises	Llama-2-13B	meta-llama/Llama-2-13b-hf	11.67876410484314	exp3
45	restr	plural	ungram	e.restr.plural.ungram	Alicia	met	the	musicians	who	the	reviewer	praise	so	highly	all	the	time.					Alicia met the musicians who the reviewer praise	Llama-2-13B	meta-llama/Llama-2-13b-hf	14.458730697631836	exp3
45	restr	singular	ungram	e.restr.singular.ungram	Alicia	met	the	musician	who	the	reviewer	praise	so	highly	all	the	time.					Alicia met the musician who the reviewer praise	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.638028144836426	exp3
45	appos	plural	gram	e.appos.plural.gram	Alicia	met	the	musicians,	who	the	reviewer	praises	so	highly	all	the	time.					Alicia met the musicians, who the reviewer praises	Llama-2-13B	meta-llama/Llama-2-13b-hf	10.915042877197266	exp3
45	appos	singular	gram	e.appos.singular.gram	Alicia	met	the	musician,	who	the	reviewer	praises	so	highly	all	the	time.					Alicia met the musician, who the reviewer praises	Llama-2-13B	meta-llama/Llama-2-13b-hf	11.502912759780884	exp3
45	appos	plural	ungram	e.appos.plural.ungram	Alicia	met	the	musicians,	who	the	reviewer	praise	so	highly	all	the	time.					Alicia met the musicians, who the reviewer praise	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.077186584472656	exp3
45	appos	singular	ungram	e.appos.singular.ungram	Alicia	met	the	musician,	who	the	reviewer	praise	so	highly	all	the	time.					Alicia met the musician, who the reviewer praise	Llama-2-13B	meta-llama/Llama-2-13b-hf	17.555468559265137	exp3
46	restr	plural	gram	e.restr.plural.gram	Jamie	praised	the	receptionists	who	the	boss	gives	the	biggest	projects	every	quarter.					Jamie praised the receptionists who the boss gives	Llama-2-13B	meta-llama/Llama-2-13b-hf	10.829963684082031	exp3
46	restr	singular	gram	e.restr.singular.gram	Jamie	praised	the	receptionist	who	the	boss	gives	the	biggest	projects	every	quarter.					Jamie praised the receptionist who the boss gives	Llama-2-13B	meta-llama/Llama-2-13b-hf	10.909978866577148	exp3
46	restr	plural	ungram	e.restr.plural.ungram	Jamie	praised	the	receptionists	who	the	boss	give	the	biggest	projects	every	quarter.					Jamie praised the receptionists who the boss give	Llama-2-13B	meta-llama/Llama-2-13b-hf	15.35529327392578	exp3
46	restr	singular	ungram	e.restr.singular.ungram	Jamie	praised	the	receptionist	who	the	boss	give	the	biggest	projects	every	quarter.					Jamie praised the receptionist who the boss give	Llama-2-13B	meta-llama/Llama-2-13b-hf	15.260604858398438	exp3
46	appos	plural	gram	e.appos.plural.gram	Jamie	praised	the	receptionists,	who	the	boss	gives	the	biggest	projects	every	quarter.					Jamie praised the receptionists, who the boss gives	Llama-2-13B	meta-llama/Llama-2-13b-hf	12.5984525680542	exp3
46	appos	singular	gram	e.appos.singular.gram	Jamie	praised	the	receptionist,	who	the	boss	gives	the	biggest	projects	every	quarter.					Jamie praised the receptionist, who the boss gives	Llama-2-13B	meta-llama/Llama-2-13b-hf	12.12822151184082	exp3
46	appos	plural	ungram	e.appos.plural.ungram	Jamie	praised	the	receptionists,	who	the	boss	give	the	biggest	projects	every	quarter.					Jamie praised the receptionists, who the boss give	Llama-2-13B	meta-llama/Llama-2-13b-hf	17.050519943237305	exp3
46	appos	singular	ungram	e.appos.singular.ungram	Jamie	praised	the	receptionist,	who	the	boss	give	the	biggest	projects	every	quarter.					Jamie praised the receptionist, who the boss give	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.56338119506836	exp3
47	restr	plural	gram	e.restr.plural.gram	Erin	casted	the	actresses	who	the	designer	creates	award	show	dresses	for.						Erin casted the actresses who the designer creates	Llama-2-13B	meta-llama/Llama-2-13b-hf	12.042786598205566	exp3
47	restr	singular	gram	e.restr.singular.gram	Erin	casted	the	actress	who	the	designer	creates	award	show	dresses	for.						Erin casted the actress who the designer creates	Llama-2-13B	meta-llama/Llama-2-13b-hf	11.808663368225098	exp3
47	restr	plural	ungram	e.restr.plural.ungram	Erin	casted	the	actresses	who	the	designer	create	award	show	dresses	for.						Erin casted the actresses who the designer create	Llama-2-13B	meta-llama/Llama-2-13b-hf	14.189922332763672	exp3
47	restr	singular	ungram	e.restr.singular.ungram	Erin	casted	the	actress	who	the	designer	create	award	show	dresses	for.						Erin casted the actress who the designer create	Llama-2-13B	meta-llama/Llama-2-13b-hf	14.18685531616211	exp3
47	appos	plural	gram	e.appos.plural.gram	Erin	casted	the	actresses,	who	the	designer	creates	award	show	dresses	for.						Erin casted the actresses, who the designer creates	Llama-2-13B	meta-llama/Llama-2-13b-hf	12.689199447631836	exp3
47	appos	singular	gram	e.appos.singular.gram	Erin	casted	the	actress,	who	the	designer	creates	award	show	dresses	for.						Erin casted the actress, who the designer creates	Llama-2-13B	meta-llama/Llama-2-13b-hf	12.887968063354492	exp3
47	appos	plural	ungram	e.appos.plural.ungram	Erin	casted	the	actresses,	who	the	designer	create	award	show	dresses	for.						Erin casted the actresses, who the designer create	Llama-2-13B	meta-llama/Llama-2-13b-hf	16.341020584106445	exp3
47	appos	singular	ungram	e.appos.singular.ungram	Erin	casted	the	actress,	who	the	designer	create	award	show	dresses	for.						Erin casted the actress, who the designer create	Llama-2-13B	meta-llama/Llama-2-13b-hf	17.51473617553711	exp3
48	restr	plural	gram	e.restr.plural.gram	Megan	recruited	the	programmers	who	the	manager	oversees	at	the	software	firm.						Megan recruited the programmers who the manager oversees	Llama-2-13B	meta-llama/Llama-2-13b-hf	9.347417160868645	exp3
48	restr	singular	gram	e.restr.singular.gram	Megan	recruited	the	programmer	who	the	manager	oversees	at	the	software	firm.						Megan recruited the programmer who the manager oversees	Llama-2-13B	meta-llama/Llama-2-13b-hf	11.081430230289698	exp3
48	restr	plural	ungram	e.restr.plural.ungram	Megan	recruited	the	programmers	who	the	manager	oversee	at	the	software	firm.						Megan recruited the programmers who the manager oversee	Llama-2-13B	meta-llama/Llama-2-13b-hf	11.727295875549316	exp3
48	restr	singular	ungram	e.restr.singular.ungram	Megan	recruited	the	programmer	who	the	manager	oversee	at	the	software	firm.						Megan recruited the programmer who the manager oversee	Llama-2-13B	meta-llama/Llama-2-13b-hf	13.182995319366457	exp3
48	appos	plural	gram	e.appos.plural.gram	Megan	recruited	the	programmers,	who	the	manager	oversees	at	the	software	firm.						Megan recruited the programmers, who the manager oversees	Llama-2-13B	meta-llama/Llama-2-13b-hf	8.612174928188324	exp3
48	appos	singular	gram	e.appos.singular.gram	Megan	recruited	the	programmer,	who	the	manager	oversees	at	the	software	firm.						Megan recruited the programmer, who the manager oversees	Llama-2-13B	meta-llama/Llama-2-13b-hf	11.536640640348196	exp3
48	appos	plural	ungram	e.appos.plural.ungram	Megan	recruited	the	programmers,	who	the	manager	oversee	at	the	software	firm.						Megan recruited the programmers, who the manager oversee	Llama-2-13B	meta-llama/Llama-2-13b-hf	11.747614860534668	exp3
48	appos	singular	ungram	e.appos.singular.ungram	Megan	recruited	the	programmer,	who	the	manager	oversee	at	the	software	firm.						Megan recruited the programmer, who the manager oversee	Llama-2-13B	meta-llama/Llama-2-13b-hf	13.515532493591309	exp3
1	restr	plural	gram	e.restr.plural.gram	Mike	chased	the	runners	who	the	driver	sees	during	the	commute	every	morning.					Mike chased the runners who the driver sees	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.290179252624512	exp3
1	restr	singular	gram	e.restr.singular.gram	Mike	chased	the	runner	who	the	driver	sees	during	the	commute	every	morning.					Mike chased the runner who the driver sees	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.454744338989258	exp3
1	restr	plural	ungram	e.restr.plural.ungram	Mike	chased	the	runners	who	the	driver	see	during	the	commute	every	morning.					Mike chased the runners who the driver see	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.867820739746094	exp3
1	restr	singular	ungram	e.restr.singular.ungram	Mike	chased	the	runner	who	the	driver	see	during	the	commute	every	morning.					Mike chased the runner who the driver see	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.826689720153809	exp3
1	appos	plural	gram	e.appos.plural.gram	Mike	chased	the	runners,	who	the	driver	sees	during	the	commute	every	morning.					Mike chased the runners, who the driver sees	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	12.30015754699707	exp3
1	appos	singular	gram	e.appos.singular.gram	Mike	chased	the	runner,	who	the	driver	sees	during	the	commute	every	morning.					Mike chased the runner, who the driver sees	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	12.767584800720217	exp3
1	appos	plural	ungram	e.appos.plural.ungram	Mike	chased	the	runners,	who	the	driver	see	during	the	commute	every	morning.					Mike chased the runners, who the driver see	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.137033462524414	exp3
1	appos	singular	ungram	e.appos.singular.ungram	Mike	chased	the	runner,	who	the	driver	see	during	the	commute	every	morning.					Mike chased the runner, who the driver see	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.82706356048584	exp3
2	restr	plural	gram	e.restr.plural.gram	Matt	hated	the	industrialists	who	the	activist	criticizes	harshly	all	the	time.						Matt hated the industrialists who the activist criticizes	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	16.720774173736572	exp3
2	restr	singular	gram	e.restr.singular.gram	Matt	hated	the	industrialist	who	the	activist	criticizes	harshly	all	the	time.						Matt hated the industrialist who the activist criticizes	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	17.290428161621094	exp3
2	restr	plural	ungram	e.restr.plural.ungram	Matt	hated	the	industrialists	who	the	activist	criticize	harshly	all	the	time.						Matt hated the industrialists who the activist criticize	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.398937225341797	exp3
2	restr	singular	ungram	e.restr.singular.ungram	Matt	hated	the	industrialist	who	the	activist	criticize	harshly	all	the	time.						Matt hated the industrialist who the activist criticize	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	17.696186065673828	exp3
2	appos	plural	gram	e.appos.plural.gram	Matt	hated	the	industrialists,	who	the	activist	criticizes	harshly	all	the	time.						Matt hated the industrialists, who the activist criticizes	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	16.41120433807373	exp3
2	appos	singular	gram	e.appos.singular.gram	Matt	hated	the	industrialist,	who	the	activist	criticizes	harshly	all	the	time.						Matt hated the industrialist, who the activist criticizes	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	16.4817795753479	exp3
2	appos	plural	ungram	e.appos.plural.ungram	Matt	hated	the	industrialists,	who	the	activist	criticize	harshly	all	the	time.						Matt hated the industrialists, who the activist criticize	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.359872102737429	exp3
2	appos	singular	ungram	e.appos.singular.ungram	Matt	hated	the	industrialist,	who	the	activist	criticize	harshly	all	the	time.						Matt hated the industrialist, who the activist criticize	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	18.679635524749756	exp3
3	restr	plural	gram	e.restr.plural.gram	Josh	consulted	the	players	who	the	coach	likes	the	best	on	his	team.					Josh consulted the players who the coach likes	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	11.09974832017906	exp3
3	restr	singular	gram	e.restr.singular.gram	Josh	consulted	the	player	who	the	coach	likes	the	best	on	his	team.					Josh consulted the player who the coach likes	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	11.446253873873502	exp3
3	restr	plural	ungram	e.restr.plural.ungram	Josh	consulted	the	players	who	the	coach	like	the	best	on	his	team.					Josh consulted the players who the coach like	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	16.11919593811035	exp3
3	restr	singular	ungram	e.restr.singular.ungram	Josh	consulted	the	player	who	the	coach	like	the	best	on	his	team.					Josh consulted the player who the coach like	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	16.225772857666016	exp3
3	appos	plural	gram	e.appos.plural.gram	Josh	consulted	the	players,	who	the	coach	likes	the	best	on	his	team.					Josh consulted the players, who the coach likes	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	10.107717060483992	exp3
3	appos	singular	gram	e.appos.singular.gram	Josh	consulted	the	player,	who	the	coach	likes	the	best	on	his	team.					Josh consulted the player, who the coach likes	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	10.065975467674434	exp3
3	appos	plural	ungram	e.appos.plural.ungram	Josh	consulted	the	players,	who	the	coach	like	the	best	on	his	team.					Josh consulted the players, who the coach like	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.563422203063965	exp3
3	appos	singular	ungram	e.appos.singular.ungram	Josh	consulted	the	player,	who	the	coach	like	the	best	on	his	team.					Josh consulted the player, who the coach like	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.302756309509276	exp3
4	restr	plural	gram	e.restr.plural.gram	Dan	supported	the	volunteers	who	the	director	relies	on	completely	without	a	second	thought.				Dan supported the volunteers who the director relies	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	10.696506023406982	exp3
4	restr	singular	gram	e.restr.singular.gram	Dan	supported	the	volunteer	who	the	director	relies	on	completely	without	a	second	thought.				Dan supported the volunteer who the director relies	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	15.704691410064695	exp3
4	restr	plural	ungram	e.restr.plural.ungram	Dan	supported	the	volunteers	who	the	director	rely	on	completely	without	a	second	thought.				Dan supported the volunteers who the director rely	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.96993637084961	exp3
4	restr	singular	ungram	e.restr.singular.ungram	Dan	supported	the	volunteer	who	the	director	rely	on	completely	without	a	second	thought.				Dan supported the volunteer who the director rely	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	17.628215789794922	exp3
4	appos	plural	gram	e.appos.plural.gram	Dan	supported	the	volunteers,	who	the	director	relies	on	completely	without	a	second	thought.				Dan supported the volunteers, who the director relies	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	12.817777633666992	exp3
4	appos	singular	gram	e.appos.singular.gram	Dan	supported	the	volunteer,	who	the	director	relies	on	completely	without	a	second	thought.				Dan supported the volunteer, who the director relies	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	15.11640691757202	exp3
4	appos	plural	ungram	e.appos.plural.ungram	Dan	supported	the	volunteers,	who	the	director	rely	on	completely	without	a	second	thought.				Dan supported the volunteers, who the director rely	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	15.924354553222656	exp3
4	appos	singular	ungram	e.appos.singular.ungram	Dan	supported	the	volunteer,	who	the	director	rely	on	completely	without	a	second	thought.				Dan supported the volunteer, who the director rely	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	18.497224807739254	exp3
5	restr	plural	gram	e.restr.plural.gram	David	interviewed	the	authors	who	the	librarian	recommends	for	summer	reading	assignments.						David interviewed the authors who the librarian recommends	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	9.146655602380632	exp3
5	restr	singular	gram	e.restr.singular.gram	David	interviewed	the	author	who	the	librarian	recommends	for	summer	reading	assignments.						David interviewed the author who the librarian recommends	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	11.489566398784518	exp3
5	restr	plural	ungram	e.restr.plural.ungram	David	interviewed	the	authors	who	the	librarian	recommend	for	summer	reading	assignments.						David interviewed the authors who the librarian recommend	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	9.056132316589355	exp3
5	restr	singular	ungram	e.restr.singular.ungram	David	interviewed	the	author	who	the	librarian	recommend	for	summer	reading	assignments.						David interviewed the author who the librarian recommend	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	10.45964241027832	exp3
5	appos	plural	gram	e.appos.plural.gram	David	interviewed	the	authors,	who	the	librarian	recommends	for	summer	reading	assignments.						David interviewed the authors, who the librarian recommends	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	12.24625854473561	exp3
5	appos	singular	gram	e.appos.singular.gram	David	interviewed	the	author,	who	the	librarian	recommends	for	summer	reading	assignments.						David interviewed the author, who the librarian recommends	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	15.236306455219164	exp3
5	appos	plural	ungram	e.appos.plural.ungram	David	interviewed	the	authors,	who	the	librarian	recommend	for	summer	reading	assignments.						David interviewed the authors, who the librarian recommend	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.724639892578123	exp3
5	appos	singular	ungram	e.appos.singular.ungram	David	interviewed	the	author,	who	the	librarian	recommend	for	summer	reading	assignments.						David interviewed the author, who the librarian recommend	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	17.402463912963867	exp3
6	restr	plural	gram	e.restr.plural.gram	Andrew	interrogated	the	pilots	who	the	smuggler	employs	in	Brazil	for	his	business.					Andrew interrogated the pilots who the smuggler employs	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.351258394890465	exp3
6	restr	singular	gram	e.restr.singular.gram	Andrew	interrogated	the	pilot	who	the	smuggler	employs	in	Brazil	for	his	business.					Andrew interrogated the pilot who the smuggler employs	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.015486684395	exp3
