ItemNo	Clause	Distractor	Grammaticality	Condition	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	sentence	model	surp	modelname	exp
19	restr	singular	gram	e.restr.singular.gram	The	chef	who	the	gourmet	visits	regularly	always	comes	up	with	daring	new	recipes.							The chef who the gourmet visits	Llama-2-7B-Chat	14.189869411289692	meta-llama/Llama-2-7b-chat-hf	exp2
19	restr	plural	ungram	e.restr.plural.ungram	The	chefs	who	the	gourmet	visit	regularly	always	come	up	with	daring	new	recipes.							The chefs who the gourmet visit	Llama-2-7B-Chat	14.198748588562012	meta-llama/Llama-2-7b-chat-hf	exp2
19	restr	singular	ungram	e.restr.singular.ungram	The	chef	who	the	gourmet	visit	regularly	always	comes	up	with	daring	new	recipes.							The chef who the gourmet visit	Llama-2-7B-Chat	13.99288272857666	meta-llama/Llama-2-7b-chat-hf	exp2
19	appos	plural	gram	e.appos.plural.gram	The	chefs,	who	the	gourmet	visits	regularly,	always	come	up	with	daring	new	recipes.							The chefs, who the gourmet visits	Llama-2-7B-Chat	13.679285407066343	meta-llama/Llama-2-7b-chat-hf	exp2
19	appos	singular	gram	e.appos.singular.gram	The	chef,	who	the	gourmet	visits	regularly,	always	comes	up	with	daring	new	recipes.							The chef, who the gourmet visits	Llama-2-7B-Chat	12.794132008682936	meta-llama/Llama-2-7b-chat-hf	exp2
19	appos	plural	ungram	e.appos.plural.ungram	The	chefs,	who	the	gourmet	visit	regularly,	always	come	up	with	daring	new	recipes.							The chefs, who the gourmet visit	Llama-2-7B-Chat	13.03708553314209	meta-llama/Llama-2-7b-chat-hf	exp2
19	appos	singular	ungram	e.appos.singular.ungram	The	chef,	who	the	gourmet	visit	regularly,	always	comes	up	with	daring	new	recipes.							The chef, who the gourmet visit	Llama-2-7B-Chat	13.858606338500977	meta-llama/Llama-2-7b-chat-hf	exp2
20	restr	plural	gram	e.restr.plural.gram	The	firefighters	who	the	ranger	keeps	on	hand	during	the	summer	months	have	special	training	in	forest	fires.			The firefighters who the ranger keeps	Llama-2-7B-Chat	12.69282341003418	meta-llama/Llama-2-7b-chat-hf	exp2
20	restr	singular	gram	e.restr.singular.gram	The	firefighter	who	the	ranger	keeps	on	hand	during	the	summer	months	has	special	training	in	forest	fires.			The firefighter who the ranger keeps	Llama-2-7B-Chat	11.60255527496338	meta-llama/Llama-2-7b-chat-hf	exp2
20	restr	plural	ungram	e.restr.plural.ungram	The	firefighters	who	the	ranger	keep	on	hand	during	the	summer	months	have	special	training	in	forest	fires.			The firefighters who the ranger keep	Llama-2-7B-Chat	15.389423370361328	meta-llama/Llama-2-7b-chat-hf	exp2
20	restr	singular	ungram	e.restr.singular.ungram	The	firefighter	who	the	ranger	keep	on	hand	during	the	summer	months	has	special	training	in	forest	fires.			The firefighter who the ranger keep	Llama-2-7B-Chat	14.451313972473145	meta-llama/Llama-2-7b-chat-hf	exp2
20	appos	plural	gram	e.appos.plural.gram	The	firefighters,	who	the	ranger	keeps	on	hand	during	the	summer	months,	have	special	training	in	forest	fires.			The firefighters, who the ranger keeps	Llama-2-7B-Chat	13.178067207336426	meta-llama/Llama-2-7b-chat-hf	exp2
20	appos	singular	gram	e.appos.singular.gram	The	firefighter,	who	the	ranger	keeps	on	hand	during	the	summer	months,	has	special	training	in	forest	fires.			The firefighter, who the ranger keeps	Llama-2-7B-Chat	12.615396499633787	meta-llama/Llama-2-7b-chat-hf	exp2
20	appos	plural	ungram	e.appos.plural.ungram	The	firefighters,	who	the	ranger	keep	on	hand	during	the	summer	months,	have	special	training	in	forest	fires.			The firefighters, who the ranger keep	Llama-2-7B-Chat	17.314544677734375	meta-llama/Llama-2-7b-chat-hf	exp2
20	appos	singular	ungram	e.appos.singular.ungram	The	firefighter,	who	the	ranger	keep	on	hand	during	the	summer	months,	has	special	training	in	forest	fires.			The firefighter, who the ranger keep	Llama-2-7B-Chat	16.543359756469727	meta-llama/Llama-2-7b-chat-hf	exp2
21	restr	plural	gram	e.restr.plural.gram	The	overseers	who	the	worker	distrusts	the	most	have	been	firing	anyone	who	mentions	unions.						The overseers who the worker distrusts	Llama-2-7B-Chat	15.2375740557909	meta-llama/Llama-2-7b-chat-hf	exp2
21	restr	singular	gram	e.restr.singular.gram	The	overseer	who	the	worker	distrusts	the	most	has	been	firing	anyone	who	mentions	unions.						The overseer who the worker distrusts	Llama-2-7B-Chat	14.591120887547731	meta-llama/Llama-2-7b-chat-hf	exp2
21	restr	plural	ungram	e.restr.plural.ungram	The	overseers	who	the	worker	distrust	the	most	have	been	firing	anyone	who	mentions	unions.						The overseers who the worker distrust	Llama-2-7B-Chat	14.272218361496924	meta-llama/Llama-2-7b-chat-hf	exp2
21	restr	singular	ungram	e.restr.singular.ungram	The	overseer	who	the	worker	distrust	the	most	has	been	firing	anyone	who	mentions	unions.						The overseer who the worker distrust	Llama-2-7B-Chat	14.52977804839611	meta-llama/Llama-2-7b-chat-hf	exp2
21	appos	plural	gram	e.appos.plural.gram	The	overseers,	who	the	worker	distrusts	the	most,	have	been	firing	anyone	who	mentions	unions.						The overseers, who the worker distrusts	Llama-2-7B-Chat	15.789987802505491	meta-llama/Llama-2-7b-chat-hf	exp2
21	appos	singular	gram	e.appos.singular.gram	The	overseer,	who	the	worker	distrusts	the	most,	has	been	firing	anyone	who	mentions	unions.						The overseer, who the worker distrusts	Llama-2-7B-Chat	14.237892843782902	meta-llama/Llama-2-7b-chat-hf	exp2
21	appos	plural	ungram	e.appos.plural.ungram	The	overseers,	who	the	worker	distrust	the	most,	have	been	firing	anyone	who	mentions	unions.						The overseers, who the worker distrust	Llama-2-7B-Chat	15.003729164600372	meta-llama/Llama-2-7b-chat-hf	exp2
21	appos	singular	ungram	e.appos.singular.ungram	The	overseer,	who	the	worker	distrust	the	most,	has	been	firing	anyone	who	mentions	unions.						The overseer, who the worker distrust	Llama-2-7B-Chat	14.121385157108309	meta-llama/Llama-2-7b-chat-hf	exp2
22	restr	plural	gram	e.restr.plural.gram	The	heiresses	who	the	bachelor	pursues	so	relentlessly	are	clever	and	won't	be	easily	fooled.						The heiresses who the bachelor pursues	Llama-2-7B-Chat	11.930375814437866	meta-llama/Llama-2-7b-chat-hf	exp2
22	restr	singular	gram	e.restr.singular.gram	The	heiress	who	the	bachelor	pursues	so	relentlessly	is	clever	and	won't	be	easily	fooled.						The heiress who the bachelor pursues	Llama-2-7B-Chat	11.64577031135559	meta-llama/Llama-2-7b-chat-hf	exp2
22	restr	plural	ungram	e.restr.plural.ungram	The	heiresses	who	the	bachelor	pursue	so	relentlessly	are	clever	and	won't	be	easily	fooled.						The heiresses who the bachelor pursue	Llama-2-7B-Chat	14.207128524780272	meta-llama/Llama-2-7b-chat-hf	exp2
22	restr	singular	ungram	e.restr.singular.ungram	The	heiress	who	the	bachelor	pursue	so	relentlessly	is	clever	and	won't	be	easily	fooled.						The heiress who the bachelor pursue	Llama-2-7B-Chat	17.48417615890503	meta-llama/Llama-2-7b-chat-hf	exp2
22	appos	plural	gram	e.appos.plural.gram	The	heiresses,	who	the	bachelor	pursues	so	relentlessly,	are	clever	and	won't	be	easily	fooled.						The heiresses, who the bachelor pursues	Llama-2-7B-Chat	12.605905890464784	meta-llama/Llama-2-7b-chat-hf	exp2
22	appos	singular	gram	e.appos.singular.gram	The	heiress,	who	the	bachelor	pursues	so	relentlessly,	is	clever	and	won't	be	easily	fooled.						The heiress, who the bachelor pursues	Llama-2-7B-Chat	11.619503021240234	meta-llama/Llama-2-7b-chat-hf	exp2
22	appos	plural	ungram	e.appos.plural.ungram	The	heiresses,	who	the	bachelor	pursue	so	relentlessly,	are	clever	and	won't	be	easily	fooled.						The heiresses, who the bachelor pursue	Llama-2-7B-Chat	17.13686990737915	meta-llama/Llama-2-7b-chat-hf	exp2
22	appos	singular	ungram	e.appos.singular.ungram	The	heiress,	who	the	bachelor	pursue	so	relentlessly,	is	clever	and	won't	be	easily	fooled.						The heiress, who the bachelor pursue	Llama-2-7B-Chat	17.998920440673828	meta-llama/Llama-2-7b-chat-hf	exp2
23	restr	plural	gram	e.restr.plural.gram	The	actors	who	the	producer	considers	the	safest	bet	are	the	ones	who	have	been	around	for	a	while.		The actors who the producer considers	Llama-2-7B-Chat	7.462272481061518	meta-llama/Llama-2-7b-chat-hf	exp2
23	restr	singular	gram	e.restr.singular.gram	The	actor	who	the	producer	considers	the	safest	bet	is	the	one	who	has	been	around	for	a	while.		The actor who the producer considers	Llama-2-7B-Chat	9.998905088752508	meta-llama/Llama-2-7b-chat-hf	exp2
23	restr	plural	ungram	e.restr.plural.ungram	The	actors	who	the	producer	consider	the	safest	bet	are	the	ones	who	have	been	around	for	a	while.		The actors who the producer consider	Llama-2-7B-Chat	10.324040412902832	meta-llama/Llama-2-7b-chat-hf	exp2
23	restr	singular	ungram	e.restr.singular.ungram	The	actor	who	the	producer	consider	the	safest	bet	is	the	one	who	has	been	around	for	a	while.		The actor who the producer consider	Llama-2-7B-Chat	13.458118438720703	meta-llama/Llama-2-7b-chat-hf	exp2
23	appos	plural	gram	e.appos.plural.gram	The	actors,	who	the	producer	considers	the	safest	bet,	are	the	ones	who	have	been	around	for	a	while.		The actors, who the producer considers	Llama-2-7B-Chat	7.363612125627696	meta-llama/Llama-2-7b-chat-hf	exp2
23	appos	singular	gram	e.appos.singular.gram	The	actor,	who	the	producer	considers	the	safest	bet,	is	the	one	who	has	been	around	for	a	while.		The actor, who the producer considers	Llama-2-7B-Chat	9.43030945584178	meta-llama/Llama-2-7b-chat-hf	exp2
23	appos	plural	ungram	e.appos.plural.ungram	The	actors,	who	the	producer	consider	the	safest	bet,	are	the	ones	who	have	been	around	for	a	while.		The actors, who the producer consider	Llama-2-7B-Chat	12.968750953674316	meta-llama/Llama-2-7b-chat-hf	exp2
23	appos	singular	ungram	e.appos.singular.ungram	The	actor,	who	the	producer	consider	the	safest	bet,	is	the	one	who	has	been	around	for	a	while.		The actor, who the producer consider	Llama-2-7B-Chat	15.111541748046877	meta-llama/Llama-2-7b-chat-hf	exp2
24	restr	plural	gram	e.restr.plural.gram	The	accountants	who	the	administrator	depends	on	to	balance	the	books	are	very	well	paid.						The accountants who the administrator depends	Llama-2-7B-Chat	10.414201736450195	meta-llama/Llama-2-7b-chat-hf	exp2
24	restr	singular	gram	e.restr.singular.gram	The	accountant	who	the	administrator	depends	on	to	balance	the	books	is	very	well	paid.						The accountant who the administrator depends	Llama-2-7B-Chat	9.941898345947266	meta-llama/Llama-2-7b-chat-hf	exp2
24	restr	plural	ungram	e.restr.plural.ungram	The	accountants	who	the	administrator	depend	on	to	balance	the	books	are	very	well	paid.						The accountants who the administrator depend	Llama-2-7B-Chat	14.294261932373049	meta-llama/Llama-2-7b-chat-hf	exp2
24	restr	singular	ungram	e.restr.singular.ungram	The	accountant	who	the	administrator	depend	on	to	balance	the	books	is	very	well	paid.						The accountant who the administrator depend	Llama-2-7B-Chat	14.619384765625	meta-llama/Llama-2-7b-chat-hf	exp2
24	appos	plural	gram	e.appos.plural.gram	The	accountants,	who	the	administrator	depends	on	to	balance	the	books,	are	very	well	paid.						The accountants, who the administrator depends	Llama-2-7B-Chat	9.825956344604492	meta-llama/Llama-2-7b-chat-hf	exp2
24	appos	singular	gram	e.appos.singular.gram	The	accountant,	who	the	administrator	depends	on	to	balance	the	books,	is	very	well	paid.						The accountant, who the administrator depends	Llama-2-7B-Chat	10.072779655456545	meta-llama/Llama-2-7b-chat-hf	exp2
24	appos	plural	ungram	e.appos.plural.ungram	The	accountants,	who	the	administrator	depend	on	to	balance	the	books,	are	very	well	paid.						The accountants, who the administrator depend	Llama-2-7B-Chat	13.387609481811523	meta-llama/Llama-2-7b-chat-hf	exp2
24	appos	singular	ungram	e.appos.singular.ungram	The	accountant,	who	the	administrator	depend	on	to	balance	the	books,	is	very	well	paid.						The accountant, who the administrator depend	Llama-2-7B-Chat	14.455810546875	meta-llama/Llama-2-7b-chat-hf	exp2
25	restr	plural	gram	e.restr.plural.gram	The	orphans	who	the	nun	tutors	in	algebra	lost	their	parents	in	the	ongoing	civil	"war.	"					The orphans who the nun tutors	Llama-2-7B-Chat	16.794558717869222	meta-llama/Llama-2-7b-chat-hf	exp2
25	restr	singular	gram	e.restr.singular.gram	The	orphan	who	the	nun	tutors	in	algebra	lost	his	parents	in	the	ongoing	civil	"war.	"					The orphan who the nun tutors	Llama-2-7B-Chat	16.684322838671505	meta-llama/Llama-2-7b-chat-hf	exp2
25	restr	plural	ungram	e.restr.plural.ungram	The	orphans	who	the	nun	tutor	in	algebra	lost	their	parents	in	the	ongoing	civil	"war.	"					The orphans who the nun tutor	Llama-2-7B-Chat	12.26869297027588	meta-llama/Llama-2-7b-chat-hf	exp2
25	restr	singular	ungram	e.restr.singular.ungram	The	orphan	who	the	nun	tutor	in	algebra	lost	his	parents	in	the	ongoing	civil	"war.	"					The orphan who the nun tutor	Llama-2-7B-Chat	10.700307607650757	meta-llama/Llama-2-7b-chat-hf	exp2
25	appos	plural	gram	e.appos.plural.gram	The	orphans,	who	the	nun	tutors	in	algebra,	lost	their	parents	in	the	ongoing	civil	"war.	"					The orphans, who the nun tutors	Llama-2-7B-Chat	18.29410409554839	meta-llama/Llama-2-7b-chat-hf	exp2
25	appos	singular	gram	e.appos.singular.gram	The	orphan,	who	the	nun	tutors	in	algebra,	lost	his	parents	in	the	ongoing	civil	"war.	"					The orphan, who the nun tutors	Llama-2-7B-Chat	18.200484551489353	meta-llama/Llama-2-7b-chat-hf	exp2
25	appos	plural	ungram	e.appos.plural.ungram	The	orphans,	who	the	nun	tutor	in	algebra,	lost	their	parents	in	the	ongoing	civil	"war.	"					The orphans, who the nun tutor	Llama-2-7B-Chat	17.183959007263184	meta-llama/Llama-2-7b-chat-hf	exp2
25	appos	singular	ungram	e.appos.singular.ungram	The	orphan,	who	the	nun	tutor	in	algebra,	lost	his	parents	in	the	ongoing	civil	"war.	"					The orphan, who the nun tutor	Llama-2-7B-Chat	16.445983409881592	meta-llama/Llama-2-7b-chat-hf	exp2
26	restr	plural	gram	e.restr.plural.gram	The	translators	who	the	diplomat	needs	for	communication	were	trying	furiously	to	facilitate	peace	talks.						The translators who the diplomat needs	Llama-2-7B-Chat	9.848132133483888	meta-llama/Llama-2-7b-chat-hf	exp2
26	restr	singular	gram	e.restr.singular.gram	The	translator	who	the	diplomat	needs	for	communication	was	trying	furiously	to	facilitate	peace	talks.						The translator who the diplomat needs	Llama-2-7B-Chat	11.33853244781494	meta-llama/Llama-2-7b-chat-hf	exp2
26	restr	plural	ungram	e.restr.plural.ungram	The	translators	who	the	diplomat	need	for	communication	were	trying	furiously	to	facilitate	peace	talks.						The translators who the diplomat need	Llama-2-7B-Chat	14.813032150268556	meta-llama/Llama-2-7b-chat-hf	exp2
26	restr	singular	ungram	e.restr.singular.ungram	The	translator	who	the	diplomat	need	for	communication	was	trying	furiously	to	facilitate	peace	talks.						The translator who the diplomat need	Llama-2-7B-Chat	16.658470153808594	meta-llama/Llama-2-7b-chat-hf	exp2
26	appos	plural	gram	e.appos.plural.gram	The	translators,	who	the	diplomat	needs	for	communication,	were	trying	furiously	to	facilitate	peace	talks.						The translators, who the diplomat needs	Llama-2-7B-Chat	11.011483192443848	meta-llama/Llama-2-7b-chat-hf	exp2
26	appos	singular	gram	e.appos.singular.gram	The	translator,	who	the	diplomat	needs	for	communication,	was	trying	furiously	to	facilitate	peace	talks.						The translator, who the diplomat needs	Llama-2-7B-Chat	12.425921440124512	meta-llama/Llama-2-7b-chat-hf	exp2
26	appos	plural	ungram	e.appos.plural.ungram	The	translators,	who	the	diplomat	need	for	communication,	were	trying	furiously	to	facilitate	peace	talks.						The translators, who the diplomat need	Llama-2-7B-Chat	14.71120548248291	meta-llama/Llama-2-7b-chat-hf	exp2
26	appos	singular	ungram	e.appos.singular.ungram	The	translator,	who	the	diplomat	need	for	communication,	was	trying	furiously	to	facilitate	peace	talks.						The translator, who the diplomat need	Llama-2-7B-Chat	16.731464385986328	meta-llama/Llama-2-7b-chat-hf	exp2
27	restr	plural	gram	e.restr.plural.gram	The	dancers	who	the	host	applauds	so	frequently	have	been	performing	since	they	were	young	girls	in	Ecuador.			The dancers who the host applauds	Llama-2-7B-Chat	16.400337419472635	meta-llama/Llama-2-7b-chat-hf	exp2
27	restr	singular	gram	e.restr.singular.gram	The	dancer	who	the	host	applauds	so	frequently	has	been	performing	since	she	was	a	young	girl	in	Ecuador.		The dancer who the host applauds	Llama-2-7B-Chat	16.365065681748092	meta-llama/Llama-2-7b-chat-hf	exp2
27	restr	plural	ungram	e.restr.plural.ungram	The	dancers	who	the	host	applaud	so	frequently	have	been	performing	since	they	were	young	girls	in	Ecuador.			The dancers who the host applaud	Llama-2-7B-Chat	14.981034598313272	meta-llama/Llama-2-7b-chat-hf	exp2
27	restr	singular	ungram	e.restr.singular.ungram	The	dancer	who	the	host	applaud	so	frequently	has	been	performing	since	she	was	a	young	girl	in	Ecuador.		The dancer who the host applaud	Llama-2-7B-Chat	14.485862004570665	meta-llama/Llama-2-7b-chat-hf	exp2
27	appos	plural	gram	e.appos.plural.gram	The	dancers,	who	the	host	applauds	so	frequently,	have	been	performing	since	they	were	young	girls	in	Ecuador.			The dancers, who the host applauds	Llama-2-7B-Chat	15.535673421807587	meta-llama/Llama-2-7b-chat-hf	exp2
27	appos	singular	gram	e.appos.singular.gram	The	dancer,	who	the	host	applauds	so	frequently,	has	been	performing	since	she	was	a	young	girl	in	Ecuador.		The dancer, who the host applauds	Llama-2-7B-Chat	15.822535556624644	meta-llama/Llama-2-7b-chat-hf	exp2
27	appos	plural	ungram	e.appos.plural.ungram	The	dancers,	who	the	host	applaud	so	frequently,	have	been	performing	since	they	were	young	girls	in	Ecuador.			The dancers, who the host applaud	Llama-2-7B-Chat	14.265342158265412	meta-llama/Llama-2-7b-chat-hf	exp2
27	appos	singular	ungram	e.appos.singular.ungram	The	dancer,	who	the	host	applaud	so	frequently,	has	been	performing	since	she	was	a	young	girl	in	Ecuador.		The dancer, who the host applaud	Llama-2-7B-Chat	14.24228290922474	meta-llama/Llama-2-7b-chat-hf	exp2
28	restr	plural	gram	e.restr.plural.gram	The	supervisors	who	the	counselor	reports	to	directly	are	supposed	to	provide	advice	and	support.						The supervisors who the counselor reports	Llama-2-7B-Chat	1.6717387437820437	meta-llama/Llama-2-7b-chat-hf	exp2
28	restr	singular	gram	e.restr.singular.gram	The	supervisor	who	the	counselor	reports	to	directly	is	supposed	to	provide	advice	and	support.						The supervisor who the counselor reports	Llama-2-7B-Chat	1.5997211933135986	meta-llama/Llama-2-7b-chat-hf	exp2
28	restr	plural	ungram	e.restr.plural.ungram	The	supervisors	who	the	counselor	report	to	directly	are	supposed	to	provide	advice	and	support.						The supervisors who the counselor report	Llama-2-7B-Chat	6.8000688552856445	meta-llama/Llama-2-7b-chat-hf	exp2
28	restr	singular	ungram	e.restr.singular.ungram	The	supervisor	who	the	counselor	report	to	directly	is	supposed	to	provide	advice	and	support.						The supervisor who the counselor report	Llama-2-7B-Chat	8.576504707336426	meta-llama/Llama-2-7b-chat-hf	exp2
28	appos	plural	gram	e.appos.plural.gram	The	supervisors,	who	the	counselor	reports	to	directly,	are	supposed	to	provide	advice	and	support.						The supervisors, who the counselor reports	Llama-2-7B-Chat	1.990666151046753	meta-llama/Llama-2-7b-chat-hf	exp2
28	appos	singular	gram	e.appos.singular.gram	The	supervisor,	who	the	counselor	reports	to	directly,	is	supposed	to	provide	advice	and	support.						The supervisor, who the counselor reports	Llama-2-7B-Chat	2.320411443710327	meta-llama/Llama-2-7b-chat-hf	exp2
28	appos	plural	ungram	e.appos.plural.ungram	The	supervisors,	who	the	counselor	report	to	directly,	are	supposed	to	provide	advice	and	support.						The supervisors, who the counselor report	Llama-2-7B-Chat	7.716361999511719	meta-llama/Llama-2-7b-chat-hf	exp2
28	appos	singular	ungram	e.appos.singular.ungram	The	supervisor,	who	the	counselor	report	to	directly,	is	supposed	to	provide	advice	and	support.						The supervisor, who the counselor report	Llama-2-7B-Chat	9.308465003967283	meta-llama/Llama-2-7b-chat-hf	exp2
29	restr	plural	gram	e.restr.plural.gram	The	commentators	who	the	viewer	trusts	the	most	has	a	very	slick	hairstyle.								The commentators who the viewer trusts	Llama-2-7B-Chat	5.388050019741058	meta-llama/Llama-2-7b-chat-hf	exp2
29	restr	singular	gram	e.restr.singular.gram	The	commentator	who	the	viewer	trusts	the	most	has	a	very	slick	hairstyle.								The commentator who the viewer trusts	Llama-2-7B-Chat	4.941587895154953	meta-llama/Llama-2-7b-chat-hf	exp2
29	restr	plural	ungram	e.restr.plural.ungram	The	commentators	who	the	viewer	trust	the	most	has	a	very	slick	hairstyle.								The commentators who the viewer trust	Llama-2-7B-Chat	5.306486129760742	meta-llama/Llama-2-7b-chat-hf	exp2
29	restr	singular	ungram	e.restr.singular.ungram	The	commentator	who	the	viewer	trust	the	most	has	a	very	slick	hairstyle.								The commentator who the viewer trust	Llama-2-7B-Chat	4.923506259918213	meta-llama/Llama-2-7b-chat-hf	exp2
29	appos	plural	gram	e.appos.plural.gram	The	commentators,	who	the	viewer	trusts	the	most,	has	a	very	slick	hairstyle.								The commentators, who the viewer trusts	Llama-2-7B-Chat	4.756128918379545	meta-llama/Llama-2-7b-chat-hf	exp2
29	appos	singular	gram	e.appos.singular.gram	The	commentator,	who	the	viewer	trusts	the	most,	has	a	very	slick	hairstyle.								The commentator, who the viewer trusts	Llama-2-7B-Chat	4.7857822850346565	meta-llama/Llama-2-7b-chat-hf	exp2
29	appos	plural	ungram	e.appos.plural.ungram	The	commentators,	who	the	viewer	trust	the	most,	has	a	very	slick	hairstyle.								The commentators, who the viewer trust	Llama-2-7B-Chat	4.719522476196289	meta-llama/Llama-2-7b-chat-hf	exp2
29	appos	singular	ungram	e.appos.singular.ungram	The	commentator,	who	the	viewer	trust	the	most,	has	a	very	slick	hairstyle.								The commentator, who the viewer trust	Llama-2-7B-Chat	4.759289741516113	meta-llama/Llama-2-7b-chat-hf	exp2
30	restr	plural	gram	e.restr.plural.gram	The	journalists	who	the	editor	appreciates	the	most	always	turn	their	stories	in	promptly.							The journalists who the editor appreciates	Llama-2-7B-Chat	13.375950898975134	meta-llama/Llama-2-7b-chat-hf	exp2
30	restr	singular	gram	e.restr.singular.gram	The	journalist	who	the	editor	appreciates	the	most	always	turns	her	stories	in	promptly.							The journalist who the editor appreciates	Llama-2-7B-Chat	12.792472577653824	meta-llama/Llama-2-7b-chat-hf	exp2
30	restr	plural	ungram	e.restr.plural.ungram	The	journalists	who	the	editor	appreciate	the	most	always	turn	their	stories	in	promptly.							The journalists who the editor appreciate	Llama-2-7B-Chat	18.727991104125977	meta-llama/Llama-2-7b-chat-hf	exp2
30	restr	singular	ungram	e.restr.singular.ungram	The	journalist	who	the	editor	appreciate	the	most	always	turns	her	stories	in	promptly.							The journalist who the editor appreciate	Llama-2-7B-Chat	17.87040901184082	meta-llama/Llama-2-7b-chat-hf	exp2
30	appos	plural	gram	e.appos.plural.gram	The	journalists,	who	the	editor	appreciates	the	most,	always	turn	their	stories	in	promptly.							The journalists, who the editor appreciates	Llama-2-7B-Chat	14.765786385163665	meta-llama/Llama-2-7b-chat-hf	exp2
30	appos	singular	gram	e.appos.singular.gram	The	journalist,	who	the	editor	appreciates	the	most,	always	turns	her	stories	in	promptly.							The journalist, who the editor appreciates	Llama-2-7B-Chat	12.366522816941142	meta-llama/Llama-2-7b-chat-hf	exp2
30	appos	plural	ungram	e.appos.plural.ungram	The	journalists,	who	the	editor	appreciate	the	most,	always	turn	their	stories	in	promptly.							The journalists, who the editor appreciate	Llama-2-7B-Chat	19.965707778930664	meta-llama/Llama-2-7b-chat-hf	exp2
30	appos	singular	ungram	e.appos.singular.ungram	The	journalist,	who	the	editor	appreciate	the	most,	always	turns	her	stories	in	promptly.							The journalist, who the editor appreciate	Llama-2-7B-Chat	18.00652503967285	meta-llama/Llama-2-7b-chat-hf	exp2
31	restr	plural	gram	e.restr.plural.gram	The	customers	who	the	waitress	hates	the	most	are	the	ones	who	complain	about	everything	and	leave	a	lousy	tip.	The customers who the waitress hates	Llama-2-7B-Chat	13.379838705062866	meta-llama/Llama-2-7b-chat-hf	exp2
31	restr	singular	gram	e.restr.singular.gram	The	customer	who	the	waitress	hates	the	most	is	the	one	who	complains	about	everything	and	leaves	a	lousy	tip.	The customer who the waitress hates	Llama-2-7B-Chat	10.896828413009644	meta-llama/Llama-2-7b-chat-hf	exp2
31	restr	plural	ungram	e.restr.plural.ungram	The	customers	who	the	waitress	hate	the	most	are	the	ones	who	complain	about	everything	and	leave	a	lousy	tip.	The customers who the waitress hate	Llama-2-7B-Chat	17.302438735961914	meta-llama/Llama-2-7b-chat-hf	exp2
31	restr	singular	ungram	e.restr.singular.ungram	The	customer	who	the	waitress	hate	the	most	is	the	one	who	complains	about	everything	and	leaves	a	lousy	tip.	The customer who the waitress hate	Llama-2-7B-Chat	16.45602035522461	meta-llama/Llama-2-7b-chat-hf	exp2
31	appos	plural	gram	e.appos.plural.gram	The	customers,	who	the	waitress	hates	the	most,	are	the	ones	who	complain	about	everything	and	leave	a	lousy	tip.	The customers, who the waitress hates	Llama-2-7B-Chat	12.945018529891968	meta-llama/Llama-2-7b-chat-hf	exp2
31	appos	singular	gram	e.appos.singular.gram	The	customer,	who	the	waitress	hates	the	most,	is	the	one	who	complains	about	everything	and	leaves	a	lousy	tip.	The customer, who the waitress hates	Llama-2-7B-Chat	13.448961734771729	meta-llama/Llama-2-7b-chat-hf	exp2
31	appos	plural	ungram	e.appos.plural.ungram	The	customers,	who	the	waitress	hate	the	most,	are	the	ones	who	complain	about	everything	and	leave	a	lousy	tip.	The customers, who the waitress hate	Llama-2-7B-Chat	18.107099533081055	meta-llama/Llama-2-7b-chat-hf	exp2
31	appos	singular	ungram	e.appos.singular.ungram	The	customer,	who	the	waitress	hate	the	most,	is	the	one	who	complains	about	everything	and	leaves	a	lousy	tip.	The customer, who the waitress hate	Llama-2-7B-Chat	18.940589904785156	meta-llama/Llama-2-7b-chat-hf	exp2
32	restr	plural	gram	e.restr.plural.gram	The	therapists	who	the	survivor	meets	with	weekly	are	trying	to	help	her	recover	from	her	awful	ordeal.			The therapists who the survivor meets	Llama-2-7B-Chat	4.173961162567139	meta-llama/Llama-2-7b-chat-hf	exp2
32	restr	singular	gram	e.restr.singular.gram	The	therapist	who	the	survivor	meets	with	weekly	is	trying	to	help	her	recover	from	her	awful	ordeal.			The therapist who the survivor meets	Llama-2-7B-Chat	5.5566229820251465	meta-llama/Llama-2-7b-chat-hf	exp2
32	restr	plural	ungram	e.restr.plural.ungram	The	therapists	who	the	survivor	meet	with	weekly	are	trying	to	help	her	recover	from	her	awful	ordeal.			The therapists who the survivor meet	Llama-2-7B-Chat	7.442566871643066	meta-llama/Llama-2-7b-chat-hf	exp2
32	restr	singular	ungram	e.restr.singular.ungram	The	therapist	who	the	survivor	meet	with	weekly	is	trying	to	help	her	recover	from	her	awful	ordeal.			The therapist who the survivor meet	Llama-2-7B-Chat	10.899103164672852	meta-llama/Llama-2-7b-chat-hf	exp2
32	appos	plural	gram	e.appos.plural.gram	The	therapists,	who	the	survivor	meets	with	weekly,	are	trying	to	help	her	recover	from	her	awful	ordeal.			The therapists, who the survivor meets	Llama-2-7B-Chat	5.6617560386657715	meta-llama/Llama-2-7b-chat-hf	exp2
32	appos	singular	gram	e.appos.singular.gram	The	therapist,	who	the	survivor	meets	with	weekly,	is	trying	to	help	her	recover	from	her	awful	ordeal.			The therapist, who the survivor meets	Llama-2-7B-Chat	7.623927593231201	meta-llama/Llama-2-7b-chat-hf	exp2
