ItemNo,Clause,Distractor,Grammaticality,Condition,Question,Answer,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13
42,appos,singular,gram,e.appos.singular.gram,Was the researcher disappointed with the reviews?,no,"The_researcher,",who,wrote,about,"the_article,",clearly,was,quite,happy,with,the,reviews.,
42,appos,plural,ungram,e.appos.plural.ungram,Was the researcher disappointed with the reviews?,no,"The_researcher,",who,wrote,about,"the_articles,",clearly,were,quite,happy,with,the,reviews.,
42,appos,singular,ungram,e.appos.singular.ungram,Was the researcher disappointed with the reviews?,no,"The_researcher,",who,wrote,about,"the_article,",clearly,were,quite,happy,with,the,reviews.,
42,restr,plural,gram,e.restr.plural.gram,Was the researcher disappointed with the reviews?,no,The_researcher,who,wrote,about,the_articles,clearly,was,quite,happy,with,the,reviews.,
42,restr,singular,gram,e.restr.singular.gram,Was the researcher disappointed with the reviews?,no,The_researcher,who,wrote,about,the_article,clearly,was,quite,happy,with,the,reviews.,
42,restr,plural,ungram,e.restr.plural.ungram,Was the researcher disappointed with the reviews?,no,The_researcher,who,wrote,about,the_articles,clearly,were,quite,happy,with,the,reviews.,
42,restr,singular,ungram,e.restr.singular.ungram,Was the researcher disappointed with the reviews?,no,The_researcher,who,wrote,about,the_article,clearly,were,quite,happy,with,the,reviews.,
43,appos,plural,gram,e.appos.plural.gram,Was the child upset about breaking his arm?,yes,"The_child,",who,climbed,on,"the_trees,",naturally,was,upset,about,breaking,his_arm,after,falling.
43,appos,singular,gram,e.appos.singular.gram,Was the child upset about breaking his arm?,yes,"The_child,",who,climbed,on,"the_tree,",naturally,was,upset,about,breaking,his_arm,after,falling.
43,appos,plural,ungram,e.appos.plural.ungram,Was the child upset about breaking his arm?,yes,"The_child,",who,climbed,on,"the_trees,",naturally,were,upset,about,breaking,his_arm,after,falling.
43,appos,singular,ungram,e.appos.singular.ungram,Was the child upset about breaking his arm?,yes,"The_child,",who,climbed,on,"the_tree,",naturally,were,upset,about,breaking,his_arm,after,falling.
43,restr,plural,gram,e.restr.plural.gram,Was the child upset about breaking his arm?,yes,The_child,who,climbed,on,the_trees,naturally,was,upset,about,breaking,his_arm,after,falling.
43,restr,singular,gram,e.restr.singular.gram,Was the child upset about breaking his arm?,yes,The_child,who,climbed,on,the_tree,naturally,was,upset,about,breaking,his_arm,after,falling.
43,restr,plural,ungram,e.restr.plural.ungram,Was the child upset about breaking his arm?,yes,The_child,who,climbed,on,the_trees,naturally,were,upset,about,breaking,his_arm,after,falling.
43,restr,singular,ungram,e.restr.singular.ungram,Was the child upset about breaking his arm?,yes,The_child,who,climbed,on,the_tree,naturally,were,upset,about,breaking,his_arm,after,falling.
44,appos,plural,gram,e.appos.plural.gram,Was the actor interested in the lead role?,yes,"The_actor,",who,read,about,"the_scripts,",apparently,was,interested,in,auditioning,for,the_lead_role.,
44,appos,singular,gram,e.appos.singular.gram,Was the actor interested in the lead role?,yes,"The_actor,",who,read,about,"the_script,",apparently,was,interested,in,auditioning,for,the_lead_role.,
44,appos,plural,ungram,e.appos.plural.ungram,Was the actor interested in the lead role?,yes,"The_actor,",who,read,about,"the_scripts,",apparently,were,interested,in,auditioning,for,the_lead_role.,
44,appos,singular,ungram,e.appos.singular.ungram,Was the actor interested in the lead role?,yes,"The_actor,",who,read,about,"the_script,",apparently,were,interested,in,auditioning,for,the_lead_role.,
44,restr,plural,gram,e.restr.plural.gram,Was the actor interested in the lead role?,yes,The_actor,who,read,about,the_scripts,apparently,was,interested,in,auditioning,for,the_lead_role.,
44,restr,singular,gram,e.restr.singular.gram,Was the actor interested in the lead role?,yes,The_actor,who,read,about,the_script,apparently,was,interested,in,auditioning,for,the_lead_role.,
44,restr,plural,ungram,e.restr.plural.ungram,Was the actor interested in the lead role?,yes,The_actor,who,read,about,the_scripts,apparently,were,interested,in,auditioning,for,the_lead_role.,
44,restr,singular,ungram,e.restr.singular.ungram,Was the actor interested in the lead role?,yes,The_actor,who,read,about,the_script,apparently,were,interested,in,auditioning,for,the_lead_role.,
45,appos,plural,gram,e.appos.plural.gram,Was it the singer who was the best on the stage?,no,"The_dancer,",who,learned,about,"the_moves,",clearly,was,the,best,on,the,stage.,
45,appos,singular,gram,e.appos.singular.gram,Was it the singer who was the best on the stage?,no,"The_dancer,",who,learned,about,"the_move,",clearly,was,the,best,on,the,stage.,
45,appos,plural,ungram,e.appos.plural.ungram,Was it the singer who was the best on the stage?,no,"The_dancer,",who,learned,about,"the_moves,",clearly,were,the,best,on,the,stage.,
45,appos,singular,ungram,e.appos.singular.ungram,Was it the singer who was the best on the stage?,no,"The_dancer,",who,learned,about,"the_move,",clearly,were,the,best,on,the,stage.,
45,restr,plural,gram,e.restr.plural.gram,Was it the singer who was the best on the stage?,no,The_dancer,who,learned,about,the_moves,clearly,was,the,best,on,the,stage.,
45,restr,singular,gram,e.restr.singular.gram,Was it the singer who was the best on the stage?,no,The_dancer,who,learned,about,the_move,clearly,was,the,best,on,the,stage.,
45,restr,plural,ungram,e.restr.plural.ungram,Was it the singer who was the best on the stage?,no,The_dancer,who,learned,about,the_moves,clearly,were,the,best,on,the,stage.,
45,restr,singular,ungram,e.restr.singular.ungram,Was it the singer who was the best on the stage?,no,The_dancer,who,learned,about,the_move,clearly,were,the,best,on,the,stage.,
46,appos,plural,gram,e.appos.plural.gram,Was it the candidates who were nervous about the upcoming debate?,no,"The_reporter,",who,met,with,"the_candidates,",definitely,was,nervous,about,the,upcoming,debate.,
46,appos,singular,gram,e.appos.singular.gram,Was it the candidate who was nervous about the upcoming debate?,no,"The_reporter,",who,met,with,"the_candidate,",definitely,was,nervous,about,the,upcoming,debate.,
46,appos,plural,ungram,e.appos.plural.ungram,Was it the candidates who were nervous about the upcoming debate?,no,"The_reporter,",who,met,with,"the_candidates,",definitely,were,nervous,about,the,upcoming,debate.,
46,appos,singular,ungram,e.appos.singular.ungram,Was it the candidate who was nervous about the upcoming debate?,no,"The_reporter,",who,met,with,"the_candidate,",definitely,were,nervous,about,the,upcoming,debate.,
46,restr,plural,gram,e.restr.plural.gram,Was it the candidates who were nervous about the upcoming debate?,no,The_reporter,who,met,with,the_candidates,definitely,was,nervous,about,the,upcoming,debate.,
46,restr,singular,gram,e.restr.singular.gram,Was it the candidate who was nervous about the upcoming debate?,no,The_reporter,who,met,with,the_candidate,definitely,was,nervous,about,the,upcoming,debate.,
46,restr,plural,ungram,e.restr.plural.ungram,Was it the candidates who were nervous about the upcoming debate?,no,The_reporter,who,met,with,the_candidates,definitely,were,nervous,about,the,upcoming,debate.,
46,restr,singular,ungram,e.restr.singular.ungram,Was it the candidate who was nervous about the upcoming debate?,no,The_reporter,who,met,with,the_candidate,definitely,were,nervous,about,the,upcoming,debate.,
47,appos,plural,gram,e.appos.plural.gram,Was the fan displeased with the performance?,yes,"The_fan,",who,met,with,"the_musicians,",certainly,was,displeased,with,the,horrible,performance.,
47,appos,singular,gram,e.appos.singular.gram,Was the fan displeased with the performance?,yes,"The_fan,",who,met,with,"the_musician,",certainly,was,displeased,with,the,horrible,performance.,
47,appos,plural,ungram,e.appos.plural.ungram,Was the fan displeased with the performance?,yes,"The_fan,",who,met,with,"the_musicians,",certainly,were,displeased,with,the,horrible,performance.,
47,appos,singular,ungram,e.appos.singular.ungram,Was the fan displeased with the performance?,yes,"The_fan,",who,met,with,"the_musician,",certainly,were,displeased,with,the,horrible,performance.,
47,restr,plural,gram,e.restr.plural.gram,Was the fan displeased with the performance?,yes,The_fan,who,met,with,the_musicians,certainly,was,displeased,with,the,horrible,performance.,
47,restr,singular,gram,e.restr.singular.gram,Was the fan displeased with the performance?,yes,The_fan,who,met,with,the_musician,certainly,was,displeased,with,the,horrible,performance.,
47,restr,plural,ungram,e.restr.plural.ungram,Was the fan displeased with the performance?,yes,The_fan,who,met,with,the_musicians,certainly,were,displeased,with,the,horrible,performance.,
47,restr,singular,ungram,e.restr.singular.ungram,Was the fan displeased with the performance?,yes,The_fan,who,met,with,the_musician,certainly,were,displeased,with,the,horrible,performance.,
48,appos,plural,gram,e.appos.plural.gram,Was it the diplomats who were confused about the political situation?,no,"The_journalist,",who,met,with,"the_diplomats,",undoubtedly,was,confused,about,the,current,political,situation.
48,appos,singular,gram,e.appos.singular.gram,Was it the diplomat who was confused about the political situation?,no,"The_journalist,",who,met,with,"the_diplomat,",undoubtedly,was,confused,about,the,current,political,situation.
48,appos,plural,ungram,e.appos.plural.ungram,Was it the diplomats who were confused about the political situation?,no,"The_journalist,",who,met,with,"the_diplomats,",undoubtedly,were,confused,about,the,current,political,situation.
48,appos,singular,ungram,e.appos.singular.ungram,Was it the diplomat who was confused about the political situation?,no,"The_journalist,",who,met,with,"the_diplomat,",undoubtedly,were,confused,about,the,current,political,situation.
48,restr,plural,gram,e.restr.plural.gram,Was it the diplomats who were confused about the political situation?,no,The_journalist,who,met,with,the_diplomats,undoubtedly,was,confused,about,the,current,political,situation.
48,restr,singular,gram,e.restr.singular.gram,Was it the diplomat who was confused about the political situation?,no,The_journalist,who,met,with,the_diplomat,undoubtedly,was,confused,about,the,current,political,situation.
48,restr,plural,ungram,e.restr.plural.ungram,Was it the diplomats who were confused about the political situation?,no,The_journalist,who,met,with,the_diplomats,undoubtedly,were,confused,about,the,current,political,situation.
48,restr,singular,ungram,e.restr.singular.ungram,Was it the diplomat who was confused about the political situation?,no,The_journalist,who,met,with,the_diplomat,undoubtedly,were,confused,about,the,current,political,situation.
